timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1785679104.985222,false,false,UNKNOWN,false,true,0.033613,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679105.983742,false,false,UNKNOWN,false,true,0.129753,nan,nan,nan,-0.021269,-0.040639,-163.042182,nan,nan,false,mavros_disconnected
1785679106.986253,true,false,AUTO.LOITER,true,true,0.154748,-0.021541,-0.040509,-163.056807,-0.022234,-0.042541,-163.035081,0.002147,-0.021727,true,none
1785679107.985670,true,false,AUTO.LOITER,true,true,0.057738,-0.021480,-0.040542,-163.123682,-0.023348,-0.039808,-163.103160,0.002007,-0.020522,true,none
1785679108.983656,true,false,AUTO.LOITER,true,true,0.060259,-0.021555,-0.040592,-162.917835,-0.023141,-0.041518,-163.149008,0.001837,0.231173,true,none
1785679109.983665,true,false,AUTO.LOITER,true,true,0.042676,-0.022252,-0.040189,-163.403688,-0.024124,-0.040986,-163.143326,0.002035,-0.260361,true,none
1785679110.983661,true,false,AUTO.LOITER,true,true,0.058718,-0.020547,-0.040084,-163.330425,-0.023333,-0.043050,-163.192189,0.004069,-0.138236,true,none
1785679111.983718,true,false,AUTO.LOITER,true,true,0.053133,-0.020846,-0.040760,-163.238283,-0.025328,-0.033521,-163.185777,0.008515,-0.052506,true,none
1785679112.983774,true,false,AUTO.LOITER,true,true,0.057686,-0.020731,-0.040800,-163.073293,-0.034674,0.003542,-163.194957,0.046483,0.121664,true,none
1785679113.985686,true,false,AUTO.LOITER,true,true,0.161139,-0.020727,-0.040544,-163.539121,-0.030695,-0.021511,-163.211959,0.021485,-0.327162,true,none
1785679114.984002,true,false,AUTO.LOITER,true,true,0.053185,-0.020703,-0.040421,-163.411312,-0.029198,-0.023388,-163.228802,0.019034,-0.182510,true,none
1785679115.983632,true,false,AUTO.LOITER,true,true,0.056723,-0.020355,-0.040782,-163.377336,-0.025007,-0.033427,-163.244768,0.008702,-0.132567,true,none
1785679116.983660,true,false,AUTO.LOITER,true,true,0.159108,-0.020331,-0.040138,-163.509416,-0.024652,-0.034195,-163.264095,0.007347,-0.245321,true,none
1785679117.983649,true,false,AUTO.LOITER,true,true,0.052204,-0.019696,-0.039920,-163.288255,-0.031180,-0.027425,-163.286975,0.016972,-0.001279,true,none
