timestamp,message_index,ranges_size,intensities_size,angle_min,angle_max,angle_increment,declared_span_rad,indexed_span_rad,declared_span_deg,indexed_span_deg,scan_time,time_increment,range_min,range_max,finite_count,finite_ratio,frame_id,timestamp_monotonic,input_rate_hz,publisher_count,classification
1785679076.597300768,1,1084,1084,-3.124139309,3.141592741,0.005785533,6.265732050,6.265731981,359.000002022,358.999998046,0.146681532,0.000135440,0.150000006,12.000000000,842,0.776752768,"laser_frame",true,0.000000000,1,FULL_REVOLUTION
1785679076.730221033,2,1085,1085,-3.124139309,3.141592741,0.005780195,6.265732050,6.265731761,359.000002022,358.999985480,0.114799663,0.000105904,0.150000006,12.000000000,835,0.769585253,"laser_frame",true,7.728728553,1,FULL_REVOLUTION
1785679076.862249136,3,1084,1084,-3.124139309,3.141592741,0.005785533,6.265732050,6.265731981,359.000002022,358.999998046,0.117206126,0.000108224,0.150000006,12.000000000,838,0.773062731,"laser_frame",true,7.722485843,1,FULL_REVOLUTION
1785679077.009212494,4,1083,1083,-3.124139309,3.141592741,0.005790879,6.265732050,6.265731602,359.000002022,358.999976355,0.145184040,0.000134181,0.150000006,12.000000000,839,0.774699908,"laser_frame",true,7.525324155,1,FULL_REVOLUTION
1785679077.146264315,5,1082,1082,-3.124139309,3.141592741,0.005796236,6.265732050,6.265731604,359.000002022,358.999976488,0.132817149,0.000122865,0.150000006,12.000000000,832,0.768946396,"laser_frame",true,7.516242602,1,FULL_REVOLUTION
1785679077.280363560,6,1080,1080,-3.124139309,3.141592741,0.005806980,6.265732050,6.265731624,359.000002022,358.999977609,0.132645905,0.000122934,0.150000006,12.000000000,831,0.769444444,"laser_frame",true,7.502678638,1,FULL_REVOLUTION
1785679077.414703369,7,1079,1079,-3.124139309,3.141592741,0.005812367,6.265732050,6.265731581,359.000002022,358.999975181,0.133211151,0.000123572,0.150000006,12.000000000,835,0.773864690,"laser_frame",true,7.465775511,1,FULL_REVOLUTION
1785679077.563302040,8,1081,1081,-3.124139309,3.141592741,0.005801604,6.265732050,6.265731957,359.000002022,358.999996685,0.145332202,0.000134567,0.150000006,12.000000000,830,0.767807586,"laser_frame",true,7.339730298,1,FULL_REVOLUTION
1785679077.696896076,9,1078,1078,-3.124139309,3.141592741,0.005817764,6.265732050,6.265731799,359.000002022,358.999987641,0.131779090,0.000122358,0.150000006,12.000000000,826,0.766233766,"laser_frame",true,7.359794602,1,FULL_REVOLUTION
1785679077.832037210,10,1076,1076,-3.124139309,3.141592741,0.005828588,6.265732050,6.265731889,359.000002022,358.999992817,0.134219155,0.000124855,0.150000006,12.000000000,838,0.778810409,"laser_frame",true,7.379946964,1,FULL_REVOLUTION
1785679077.967330933,11,1075,1075,-3.124139309,3.141592741,0.005834015,6.265732050,6.265731703,359.000002022,358.999982118,0.134381831,0.000125123,0.150000006,12.000000000,827,0.769302326,"laser_frame",true,7.379619207,1,FULL_REVOLUTION
1785679078.102579355,12,1073,1073,-3.124139309,3.141592741,0.005844899,6.265732050,6.265731715,359.000002022,358.999982812,0.134290114,0.000125271,0.150000006,12.000000000,821,0.765144455,"laser_frame",true,7.384217041,1,FULL_REVOLUTION
1785679078.249711990,13,1073,1073,-3.124139309,3.141592741,0.005844899,6.265732050,6.265731715,359.000002022,358.999982812,0.146208465,0.000136388,0.150000006,12.000000000,811,0.755824790,"laser_frame",true,7.266800919,1,FULL_REVOLUTION
1785679078.385086060,14,1074,1074,-3.124139309,3.141592741,0.005839452,6.265732050,6.265731655,359.000002022,358.999979370,0.134355530,0.000125215,0.150000006,12.000000000,819,0.762569832,"laser_frame",true,7.290553497,1,FULL_REVOLUTION
1785679078.519867659,15,1078,1078,-3.124139309,3.141592741,0.005817764,6.265732050,6.265731799,359.000002022,358.999987641,0.133604839,0.000124053,0.150000006,12.000000000,819,0.759740260,"laser_frame",true,7.289901601,1,FULL_REVOLUTION
