timestamp,mode,input_size,output_size,declared_span_rad,indexed_span_rad,angular_coverage_ratio,finite_return_ratio,accumulated_segments,revolution_duration_sec,input_rate_hz,output_rate_hz,valid,rejection_reason
1784822099.070964336,unselected,0,720,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,false,CLASSIFYING_INPUT:none
1784822100.070876360,unselected,0,720,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,false,CLASSIFYING_INPUT:none
1784822101.070906162,unselected,1017,720,6.265732050,6.265731774,0.000000000,0.000000000,0,0.000000000,7.399502956,0.000000000,false,CLASSIFYING_INPUT:none
1784822102.070880651,unselected,1010,720,6.265732050,6.265731916,0.000000000,0.000000000,0,0.000000000,7.744562562,0.000000000,false,CLASSIFYING_INPUT:none
1784822103.070906401,unselected,1009,720,6.265732050,6.265731588,0.000000000,0.000000000,0,0.000000000,7.701606997,0.000000000,false,CLASSIFYING_INPUT:none
1784822104.071246386,per_message_full_scan,1013,720,6.265732050,6.265732022,0.998611111,0.887500000,1,0.133970976,7.728811754,7.583366132,true,none
1784822105.070882320,per_message_full_scan,1017,720,6.265732050,6.265731774,0.997222222,0.890277778,1,0.134243324,7.701219235,7.670311696,true,none
1784822106.070881367,per_message_full_scan,1015,720,6.265732050,6.265731957,0.997222222,0.900000000,1,0.134448990,7.673616001,7.667683331,true,none
1784822107.070887327,per_message_full_scan,1017,720,6.265732050,6.265731774,0.997222222,0.904166667,1,0.121890619,7.757816167,7.756291433,true,none
1784822108.292565346,per_message_full_scan,1011,720,6.265732050,6.265731682,0.997222222,0.883333333,1,0.134151801,7.720730608,7.721146374,true,none
1784822109.070886374,per_message_full_scan,1010,720,6.265732050,6.265731916,0.997222222,0.890277778,1,0.121748574,91.886284108,7.379782785,true,none
1784822110.070966244,per_message_full_scan,1017,720,6.265732050,6.265731774,0.997222222,0.895833333,1,0.134582192,21.794699065,7.618372666,true,none
1784822111.070966005,per_message_full_scan,1016,720,6.265732050,6.265731803,0.997222222,0.905555556,1,0.121935397,10.147980632,7.770526856,true,none
1784822112.071299553,per_message_full_scan,1014,720,6.265732050,6.265731727,0.997222222,0.894444444,1,0.121698447,8.250399349,7.752608994,true,none
1784822113.071869612,per_message_full_scan,1020,720,6.265732050,6.265731851,0.997222222,0.886111111,1,0.128747642,7.731819872,7.625350643,true,none
1784822114.070940256,per_message_full_scan,1020,720,6.265732050,6.265731851,0.997222222,0.887500000,1,0.133920714,7.718223089,7.708269839,true,none
1784822115.071756124,per_message_full_scan,1020,720,6.265732050,6.265731851,0.997222222,0.891666667,1,0.121425383,7.761198216,7.761308995,true,none
1784822116.071026802,per_message_full_scan,1019,720,6.265732050,6.265731762,0.997222222,0.875000000,1,0.129758164,7.703072741,7.702692286,true,none
1784822117.070951462,per_message_full_scan,1020,720,6.265732050,6.265731851,0.997222222,0.883333333,1,0.131394759,7.688612213,7.688151219,true,none
1784822118.070938826,per_message_full_scan,1013,720,6.265732050,6.265732022,0.998611111,0.888888889,1,0.121815413,7.787705021,7.788614896,true,none
1784822119.071230888,per_message_full_scan,1021,720,6.265732050,6.265731733,0.997222222,0.891666667,1,0.119338028,7.806588409,7.806235343,true,none
1784822120.070972443,per_message_full_scan,1017,720,6.265732050,6.265731774,0.997222222,0.879166667,1,0.119515494,7.738209369,7.738478486,true,none
1784822121.071140528,per_message_full_scan,1019,720,6.265732050,6.265731762,0.997222222,0.861111111,1,0.134119883,7.704519125,7.703976273,true,none
1784822122.070972204,per_message_full_scan,1015,720,6.265732050,6.265731957,0.997222222,0.876388889,1,0.121700145,7.744092690,7.744292630,true,none
1784822123.287390471,per_message_full_scan,1014,720,6.265732050,6.265731727,0.997222222,0.870833333,1,0.121705569,7.766908811,7.767825507,true,none
1784822124.070956469,per_message_full_scan,1015,720,6.265732050,6.265731957,0.997222222,0.877777778,1,0.121323302,114.264519453,7.589815312,true,none
