timestamp,message_index,ranges_size,intensities_size,angle_min,angle_max,angle_increment,declared_span_rad,indexed_span_rad,declared_span_deg,indexed_span_deg,scan_time,time_increment,range_min,range_max,finite_count,finite_ratio,frame_id,timestamp_monotonic,input_rate_hz,publisher_count,classification
1785061129.892554760,1,1042,1042,-3.124139309,3.141592741,0.006018955,6.265732050,6.265731941,359.000002022,358.999995805,0.134182945,0.000128898,0.150000006,12.000000000,879,0.843570058,"laser_frame",true,0.000000000,1,FULL_REVOLUTION
1785061130.028369427,2,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.134808540,0.000129873,0.150000006,12.000000000,874,0.841193455,"laser_frame",true,7.308634194,1,FULL_REVOLUTION
1785061130.150533438,3,1037,1037,-3.124139309,3.141592741,0.006048004,6.265732050,6.265731810,359.000002022,358.999988254,0.121082135,0.000116875,0.150000006,12.000000000,876,0.844744455,"laser_frame",true,7.497894719,1,FULL_REVOLUTION
1785061130.285694122,4,1037,1037,-3.124139309,3.141592741,0.006048004,6.265732050,6.265731810,359.000002022,358.999988254,0.134096995,0.000129437,0.150000006,12.000000000,869,0.837994214,"laser_frame",true,7.470320945,1,FULL_REVOLUTION
1785061130.420548916,5,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.133554682,0.000128789,0.150000006,12.000000000,871,0.839113680,"laser_frame",true,7.465208463,1,FULL_REVOLUTION
1785061130.555759430,6,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.134151280,0.000129240,0.150000006,12.000000000,876,0.843118383,"laser_frame",true,7.452860172,1,FULL_REVOLUTION
1785061130.690967560,7,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.134233400,0.000129444,0.150000006,12.000000000,878,0.845857418,"laser_frame",true,7.437443682,1,FULL_REVOLUTION
1785061130.813592434,8,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.121064521,0.000116745,0.150000006,12.000000000,879,0.846820809,"laser_frame",true,7.584344783,1,FULL_REVOLUTION
1785061130.948725700,9,1036,1036,-3.124139309,3.141592741,0.006053847,6.265732050,6.265731915,359.000002022,358.999994284,0.133860141,0.000129333,0.150000006,12.000000000,869,0.838803089,"laser_frame",true,7.548321487,1,FULL_REVOLUTION
1785061131.083896160,10,1035,1035,-3.124139309,3.141592741,0.006059702,6.265732050,6.265731889,359.000002022,358.999992790,0.134104282,0.000129695,0.150000006,12.000000000,867,0.837681159,"laser_frame",true,7.519131795,1,FULL_REVOLUTION
1785061131.218961000,11,1033,1033,-3.124139309,3.141592741,0.006071446,6.265732050,6.265731789,359.000002022,358.999987080,0.134074733,0.000129917,0.150000006,12.000000000,873,0.845111326,"laser_frame",true,7.495867708,1,FULL_REVOLUTION
1785061131.353855848,12,1034,1034,-3.124139309,3.141592741,0.006065568,6.265732050,6.265731698,359.000002022,358.999981851,0.133998036,0.000129717,0.150000006,12.000000000,871,0.842359768,"laser_frame",true,7.479000370,1,FULL_REVOLUTION
1785061131.477129936,13,1034,1034,-3.124139309,3.141592741,0.006065568,6.265732050,6.265731698,359.000002022,358.999981851,0.122037292,0.000118139,0.150000006,12.000000000,875,0.846228240,"laser_frame",true,7.592876497,1,FULL_REVOLUTION
