timestamp,raw_odom_age_sec,scan_age_sec,rf2o_rate_hz,scan_rate_hz,x,y,yaw_deg,delta_translation_m,delta_yaw_deg,translation_speed_mps,yaw_rate_degps,roll_deg,pitch_deg,valid,status_reason
1785061146.159152269,inf,0.088992042,0.000000000,7.644803172,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.039086329,1.456628146,false,WAITING_FOR_ODOM
1785061147.158981323,inf,0.020471267,0.000000000,431.882414736,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022100979,1.449994143,false,WAITING_FOR_ODOM
1785061148.158943415,0.044876880,0.099336859,8.951867545,96.625762402,0.000558041,0.000400188,0.166689032,0.000686702,0.166689032,0.005578869,1.354205583,0.016821065,1.461235828,false,WAITING_FOR_ODOM
1785061149.159057617,0.136805919,0.032081448,8.790743156,22.454404506,-0.000012375,-0.000747597,-0.215652561,0.001410069,0.071326251,0.010448624,0.528528183,0.013027903,1.445083972,true,OK
1785061150.159119368,0.046048056,0.096981394,8.440956033,10.616718042,0.001314082,0.000244811,-0.171029988,0.000852299,0.154505069,0.006308871,1.143674803,0.012842013,1.440946145,true,OK
1785061151.158972979,0.145166693,0.042051397,8.733892737,8.155098316,0.001371923,0.000162085,0.058649926,0.001448531,0.137056110,0.010720408,1.014336303,0.009344398,1.464325518,true,OK
1785061152.158972979,0.044051699,0.108619831,8.357201388,7.637096072,0.000273670,-0.001131682,0.049151664,0.000341329,0.088469326,0.002522769,0.653878053,0.005667389,1.476890489,true,OK
1785061153.158981085,0.146178241,0.052153272,8.707112322,7.572940069,0.001642113,-0.000830059,-0.204567267,0.000191878,0.044234660,0.001420411,0.327454506,-0.017762310,1.489076068,true,OK
1785061154.159150600,0.028353455,0.118998481,8.125104746,7.527257934,0.001714012,-0.000294071,0.332031104,0.000285346,0.088469326,0.002142504,0.664266803,-0.031949324,1.489091496,true,OK
1785061155.159182549,0.139065677,0.049519476,10.588998034,7.526529696,0.001205695,-0.000809349,0.215773173,0.000181534,0.128204252,0.001343166,0.948580331,-0.028858876,1.479523655,true,OK
1785061156.159049273,0.046438663,0.115933298,8.880524878,7.497845791,0.001180687,-0.000903833,0.439390165,0.000220941,0.121946558,0.001634996,0.902424100,0.000523025,1.473204368,true,OK
1785061157.159054518,0.145940202,0.061254543,8.820731244,7.604520728,0.002163731,-0.000528461,0.212002667,0.000124205,0.098911718,0.001010239,0.804511023,0.018815804,1.483527081,true,OK
1785061158.159004688,0.042207211,0.123170581,8.702221910,7.526182395,0.001851759,-0.000232703,0.792139001,0.000396856,0.104678325,0.002883805,0.760658368,0.024863444,1.481078825,true,OK
1785061159.159025669,0.144094418,0.058379766,8.776444576,7.504630234,0.001424384,-0.000219924,0.892819998,0.000250570,0.083929371,0.001892361,0.633854186,0.015416351,1.506675831,true,OK
1785061160.159029245,0.045672446,0.002746592,8.070783425,7.528291385,0.001395157,-0.000341827,0.660614262,0.000308114,0.034264021,0.002279474,0.253490130,0.021367657,1.450076526,true,OK
1785061161.158980370,0.033694564,0.079139327,8.607838453,7.616109985,0.001296333,0.000794649,1.074567062,0.000236513,0.154505069,0.001930389,1.261048639,0.038890878,1.450379214,true,OK
1785061162.159012794,0.045060690,0.012852356,7.974717988,7.543527253,0.000748917,0.000366571,1.071243094,0.000138557,0.106531181,0.001025587,0.788531666,0.049484106,1.455795724,true,OK
1785061163.159025192,0.045514798,0.077336338,8.753228091,7.470825115,0.000431860,0.000396429,0.928021611,0.000514230,0.055952910,0.003750948,0.408137458,0.044739941,1.478443099,true,OK
1785061164.159064054,0.039567727,0.021967219,7.936553626,7.539989022,0.000905115,-0.000127953,1.057039115,0.000065525,0.280463362,0.000486257,2.081301570,0.017732009,1.474094098,true,OK
1785061165.159077168,0.044513934,0.089761881,8.706531927,7.496215246,0.001124669,0.000929465,0.873502281,0.000362256,0.098911718,0.002682231,0.732366981,-0.006693589,1.472021797,true,OK
1785061166.159041882,0.138780636,0.033960173,8.742163342,7.573435649,0.000347072,0.000689410,1.104907022,0.000067504,0.088469326,0.000499868,0.655119337,0.003712665,1.453696297,true,OK
1785061167.160135269,0.032251703,0.097836454,8.328079420,7.460641518,0.000477304,0.000103377,0.903238880,0.000572831,0.108352360,0.004169454,0.788662347,-0.008530847,1.464985840,true,OK
1785061168.158993721,0.144283356,0.043900531,8.765226016,7.554114637,0.000965326,0.000713586,1.014201893,0.000548841,0.146709809,0.003997850,1.068659216,0.008332547,1.471080662,true,OK
1785061169.159158230,0.032844291,0.110178128,8.207172236,7.494505298,0.000490720,0.000532332,1.140999039,0.000505475,0.126668806,0.003741220,0.937525649,-0.002827578,1.471102375,true,OK
