timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1785061155.177912,false,false,UNKNOWN,false,false,0.157487,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785061156.178815,true,false,AUTO.LOITER,false,true,0.066009,nan,nan,nan,-0.025068,0.030167,140.691847,nan,nan,false,scan_stale
1785061157.177923,true,false,AUTO.LOITER,true,true,0.164567,-0.024926,0.030993,140.345663,-0.025897,0.032441,140.649540,0.001744,-0.303877,true,none
1785061158.177917,true,false,AUTO.LOITER,true,true,0.060913,-0.024876,0.030566,140.925800,-0.026867,0.033793,140.623489,0.003792,0.302311,true,none
1785061159.177912,true,false,AUTO.LOITER,true,true,0.162768,-0.024556,0.030282,141.026481,-0.026632,0.033833,140.742765,0.004113,0.283716,true,none
1785061160.177926,true,false,AUTO.LOITER,true,true,0.064303,-0.024456,0.030357,140.794275,-0.027016,0.032789,140.826615,0.003531,-0.032340,true,none
1785061161.178148,true,false,AUTO.LOITER,true,true,0.052307,-0.025108,0.029421,141.208228,-0.025345,0.031439,140.869622,0.002032,0.338605,true,none
1785061162.177956,true,false,AUTO.LOITER,true,true,0.063787,-0.024414,0.029399,141.204904,-0.025460,0.032111,140.916321,0.002908,0.288582,true,none
1785061163.177975,true,false,AUTO.LOITER,true,true,0.064241,-0.024190,0.029173,141.061682,-0.025428,0.032182,140.952532,0.003255,0.109151,true,none
1785061164.177916,true,false,AUTO.LOITER,true,true,0.057930,-0.024217,0.029878,141.190700,-0.027042,0.032346,140.966250,0.003751,0.224450,true,none
1785061165.177920,true,false,AUTO.LOITER,true,true,0.063165,-0.025063,0.029207,141.007163,-0.028242,0.030684,140.984000,0.003505,0.023163,true,none
1785061166.179922,true,false,AUTO.LOITER,true,true,0.159440,-0.024312,0.028893,141.238568,-0.027446,0.030198,140.979222,0.003395,0.259346,true,none
1785061167.177937,true,false,AUTO.LOITER,true,true,0.049019,-0.024037,0.029427,141.036900,-0.027896,0.030163,140.997599,0.003929,0.039300,true,none
