timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1785064117.578497,false,false,UNKNOWN,false,false,inf,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785064118.578500,false,false,UNKNOWN,false,false,inf,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785064119.578587,false,false,UNKNOWN,false,true,0.048058,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785064120.578522,true,false,AUTO.LOITER,true,true,0.050147,0.058777,-0.089733,-61.556860,0.054008,-0.091752,-61.514031,0.005179,-0.042829,true,none
1785064121.578522,true,false,AUTO.LOITER,true,true,0.151019,0.056538,-0.092363,-61.908386,0.054362,-0.092071,-61.536327,0.002195,-0.372059,true,none
1785064122.578531,true,false,AUTO.LOITER,true,true,0.039683,0.056288,-0.094167,-61.527538,0.053342,-0.092914,-61.592348,0.003201,0.064810,true,none
1785064123.578571,true,false,AUTO.LOITER,true,true,0.051342,0.056826,-0.092833,-61.464552,0.052939,-0.093530,-61.624791,0.003948,0.160239,true,none
1785064124.578583,true,false,AUTO.LOITER,true,true,0.150340,0.056421,-0.093074,-61.862410,0.052816,-0.093880,-61.621407,0.003694,-0.241003,true,none
1785064125.578505,true,false,AUTO.LOITER,true,true,0.047445,0.056155,-0.092322,-61.392403,0.053531,-0.094196,-61.608966,0.003225,0.216563,true,none
1785064126.578569,true,false,AUTO.LOITER,true,true,0.051795,0.057748,-0.086863,-61.169154,0.054306,-0.093550,-61.580969,0.007521,0.411815,true,none
1785064127.578493,true,false,AUTO.LOITER,true,true,0.050454,0.064327,-0.080970,-61.290869,0.054265,-0.091452,-61.569351,0.014530,0.278482,true,none
1785064128.578569,true,false,AUTO.LOITER,true,true,0.052253,0.059522,-0.086573,-61.703461,0.054143,-0.092266,-61.555812,0.007833,-0.147648,true,none
1785064129.578503,true,false,AUTO.LOITER,true,true,0.149157,0.057429,-0.090401,-61.620972,0.046814,-0.093914,-66.207145,0.011181,4.586172,true,none
1785064130.578509,true,false,AUTO.LOITER,true,true,0.049772,0.058504,-0.091547,-61.215163,0.054070,-0.092819,-61.447261,0.004613,0.232099,true,none
1785064131.578503,true,false,AUTO.LOITER,true,true,0.050487,0.057495,-0.091285,-61.332668,0.054626,-0.091879,-61.406787,0.002929,0.074119,true,none
1785064132.578755,true,false,AUTO.LOITER,true,true,0.050385,0.057184,-0.091776,-61.210023,0.054853,-0.093298,-61.352126,0.002784,0.142103,true,none
1785064133.578507,true,false,AUTO.LOITER,true,true,0.049367,0.057601,-0.088462,-61.490067,0.054291,-0.092920,-61.353517,0.005552,-0.136550,true,none
1785064134.578501,true,false,AUTO.LOITER,true,true,0.050559,0.057950,-0.087537,-61.313593,0.053633,-0.092118,-61.342627,0.006295,0.029034,true,none
1785064135.578526,true,false,AUTO.LOITER,true,true,0.051931,0.058465,-0.084916,-61.427799,0.053766,-0.090917,-61.328027,0.007621,-0.099772,true,none
1785064136.578516,true,false,AUTO.LOITER,true,true,0.150610,0.058150,-0.086137,-61.586559,0.054255,-0.091229,-61.339141,0.006411,-0.247418,true,none
1785064137.578655,true,false,AUTO.LOITER,true,true,0.051079,0.058414,-0.086132,-61.408799,0.055517,-0.089952,-61.348857,0.004795,-0.059943,true,none
1785064138.578505,true,false,AUTO.LOITER,true,true,0.052355,0.058237,-0.085396,-61.090492,0.054121,-0.088884,-61.383860,0.005395,0.293368,true,none
1785064139.578496,true,false,AUTO.LOITER,true,true,0.051128,0.058067,-0.085738,-61.348449,0.053180,-0.089133,-61.363706,0.005950,0.015258,true,none
1785064140.578497,true,false,AUTO.LOITER,true,true,0.048268,0.058548,-0.085425,-61.529553,0.054182,-0.090852,-61.363491,0.006965,-0.166061,true,none
1785064141.578532,true,false,AUTO.LOITER,true,true,0.149092,0.058866,-0.086102,-61.495571,0.054525,-0.088907,-61.367080,0.005169,-0.128491,true,none
1785064142.578505,true,false,AUTO.LOITER,true,true,0.050019,0.058200,-0.085623,-61.179867,0.055019,-0.089228,-61.361398,0.004808,0.181531,true,none
1785064143.578582,true,false,AUTO.LOITER,true,true,0.050023,0.057616,-0.085014,-60.955352,0.054652,-0.087811,-61.351802,0.004075,0.396450,true,none
1785064144.579239,true,false,AUTO.LOITER,true,true,0.049763,0.058014,-0.085537,-61.096971,0.054534,-0.089083,-61.342006,0.004969,0.245035,true,none
1785064145.578504,true,false,AUTO.LOITER,true,true,0.048441,0.058590,-0.085325,-61.090976,0.055294,-0.087441,-61.327727,0.003917,0.236750,true,none
1785064146.578501,true,false,AUTO.LOITER,true,true,0.151054,0.057711,-0.085786,-61.509449,0.055068,-0.089536,-61.333725,0.004588,-0.175724,true,none
1785064147.578508,true,false,AUTO.LOITER,true,true,0.051319,0.057751,-0.086062,-61.531088,0.055784,-0.087904,-61.347517,0.002694,-0.183571,true,none
1785064148.578508,true,false,AUTO.LOITER,true,true,0.050871,0.058328,-0.085941,-61.532704,0.054736,-0.087701,-61.369104,0.004000,-0.163600,true,none
1785064149.578498,true,false,AUTO.LOITER,true,true,0.151038,0.058248,-0.084792,-61.269930,0.054274,-0.088923,-61.394198,0.005732,0.124268,true,none
1785064150.578511,true,false,AUTO.LOITER,true,true,0.050920,0.057188,-0.086816,-61.719950,0.053754,-0.088649,-61.396277,0.003893,-0.323673,true,none
1785064151.578509,true,false,AUTO.LOITER,true,true,0.051043,0.056311,-0.089944,-62.087581,0.054132,-0.088081,-61.428798,0.002867,-0.658783,true,none
1785064152.578500,true,false,AUTO.LOITER,true,true,0.049901,0.057339,-0.089992,-61.948140,0.053749,-0.087998,-61.450986,0.004106,-0.497154,true,none
1785064153.578544,true,false,AUTO.LOITER,true,true,0.049335,0.057214,-0.089745,-61.504532,0.054969,-0.088601,-61.486193,0.002520,-0.018339,true,none
1785064154.578511,true,false,AUTO.LOITER,true,true,0.150159,0.056853,-0.089037,-61.665707,0.053354,-0.089558,-61.512299,0.003537,-0.153408,true,none
1785064155.578501,true,false,AUTO.LOITER,true,true,0.050309,0.056555,-0.089716,-61.696569,0.053387,-0.090206,-61.511435,0.003205,-0.185134,true,none
