timestamp,raw_odom_age_sec,scan_age_sec,rf2o_rate_hz,scan_rate_hz,x,y,yaw_deg,delta_translation_m,delta_yaw_deg,translation_speed_mps,yaw_rate_degps,roll_deg,pitch_deg,valid,status_reason
1785064107.551657915,inf,inf,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,false,WAITING_FOR_SCAN
1785064108.548344374,inf,0.062555709,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.292960073,-0.297967653,false,LOW_ANGULAR_COVERAGE
1785064109.547203064,inf,0.026393116,0.000000000,7.870801970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.274567138,-0.293289994,false,WAITING_FOR_ODOM
1785064110.547256470,inf,0.104844989,0.000000000,7.641360181,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.266959528,-0.313721990,false,WAITING_FOR_ODOM
1785064111.547068357,0.018075649,0.060967209,8.900497986,7.718856328,0.000089212,-0.000145123,0.113640914,0.000170351,0.113640914,0.001387077,0.925317226,2.246107494,-0.315538190,false,WAITING_FOR_ODOM
1785064112.547946215,0.019561038,0.128013314,8.510192892,7.557842233,-0.000527159,-0.000036926,0.483863814,0.000331191,0.340923183,0.002452177,2.524236261,2.242485768,-0.316873287,true,OK
1785064113.550052881,0.021736129,0.073594913,8.631277516,7.545310318,-0.001396938,-0.000358489,-0.216402289,0.000469390,0.098911718,0.003503514,0.738273956,2.275175589,-0.312133496,true,OK
1785064114.547066689,0.118216731,0.012911405,8.837476213,7.528779302,-0.000926772,-0.000411003,-0.269956735,0.000385694,0.144017660,0.002853998,1.065679885,2.255623049,-0.310845352,true,OK
1785064115.546997309,0.020504420,0.093657677,8.339003763,7.580033250,-0.000587594,-0.000183576,-0.059902025,0.000371958,0.117033931,0.002755063,0.866861120,2.244450251,-0.293583647,true,OK
1785064116.547001123,0.008697824,0.036588380,9.004954587,7.563104069,-0.001577018,-0.000060916,-0.477096743,0.000167476,0.135620930,0.001257858,1.018604508,2.247605324,-0.305903734,true,OK
1785064117.547122240,0.018194572,0.115653866,8.029511370,7.606366131,-0.004391556,0.001799895,-0.420327092,0.000948040,0.370622686,0.007078334,2.767172613,2.242536609,-0.301746226,true,OK
1785064118.547758341,0.005570053,0.057858903,8.502941153,7.530525477,-0.005009563,0.002029426,-0.164812530,0.000325331,0.065610604,0.002405644,0.485153947,2.267222160,-0.295278360,true,OK
1785064119.547981977,0.018103156,0.015875801,7.784027789,7.668383734,-0.005646890,0.002173371,-0.297463825,0.000414258,0.090654086,0.003073450,0.672578178,2.267923004,-0.295050279,true,OK
1785064120.547608376,0.019445094,0.083090440,8.705379490,7.556248073,-0.006097620,0.002971348,-0.180095882,0.000556737,0.135620930,0.004122830,1.004320495,2.265998064,-0.293806615,true,OK
