timestamp,mode,input_size,output_size,declared_span_rad,indexed_span_rad,angular_coverage_ratio,finite_return_ratio,accumulated_segments,revolution_duration_sec,input_rate_hz,output_rate_hz,valid,rejection_reason
1785073888.496027708,per_message_full_scan,720,720,6.274458647,6.274458612,0.795833333,0.795833333,1,0.132597879,0.000000000,0.000000000,true,none
1785073889.455163956,per_message_full_scan,720,720,6.274458647,6.274458612,0.894444444,0.894444444,1,0.133067608,7.400639625,8.274156966,true,none
1785073890.454719543,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.120487906,7.578070620,7.677649377,true,none
1785073891.454911947,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.131231338,7.448975449,7.408926030,true,none
1785073892.456245422,per_message_full_scan,720,720,6.274458647,6.274458612,0.872222222,0.872222222,1,0.130100384,7.409223110,7.664790568,true,none
1785073893.454777718,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134246439,7.420612499,7.543059550,true,none
1785073894.455383301,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134219110,7.474873954,7.568716550,true,none
1785073895.454735279,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.134242401,7.493215663,7.751141184,true,none
1785073896.454735279,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.120956138,7.590294283,7.431297662,true,none
1785073897.470132113,per_message_full_scan,720,720,6.274458647,6.274458612,0.872222222,0.872222222,1,0.133039683,7.403706927,7.525036161,true,none
1785073898.454823256,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.121128835,7.003982681,7.145466815,true,none
1785073899.454704523,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.128810138,7.082485698,7.373109713,true,none
1785073900.454809189,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.122688711,24.382904596,7.185248299,true,none
1785073901.454739571,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134261012,11.088011173,7.509519111,true,none
1785073902.454720259,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.120634481,8.131710914,7.597713354,true,none
1785073903.455105066,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.134169325,7.536976081,7.457653359,true,none
1785073904.454735279,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134125933,7.547300120,7.545548503,true,none
1785073905.454745293,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134136125,7.528381200,7.491565087,true,none
1785073906.454769850,per_message_full_scan,720,720,6.274458647,6.274458612,0.894444444,0.894444444,1,0.134289190,7.432577119,7.533292067,true,none
1785073907.454723597,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.121827275,7.570042734,7.566471152,true,none
1785073908.482550621,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.136087075,7.311586227,7.406786710,true,none
1785073909.454703093,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.133674011,7.449078228,7.600126575,true,none
1785073910.454723597,per_message_full_scan,720,720,6.274458647,6.274458612,0.876388889,0.876388889,1,0.134034365,7.440904235,7.613500412,true,none
1785073911.454719305,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.135195509,7.466704767,7.592859885,true,none
1785073912.500043631,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.132330507,14.045163529,6.832753933,true,none
1785073913.454726458,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134055302,8.905941258,7.452280341,true,none
1785073914.477468014,per_message_full_scan,720,720,6.274458647,6.274458612,0.876388889,0.876388889,1,0.134297058,7.733291159,7.651868707,true,none
1785073915.454726219,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134114727,7.551984976,7.525511688,true,none
1785073916.469006777,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.134111345,7.487899362,7.608122345,true,none
1785073917.454743147,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134137154,7.500249381,7.561675764,true,none
1785073918.470946074,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.134259418,7.495113065,7.556388709,true,none
1785073919.454802752,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.120268978,7.573007790,8.008396009,true,none
1785073920.497714758,per_message_full_scan,720,720,6.274458647,6.274458612,0.869444444,0.869444444,1,0.121850647,7.579263545,7.462952686,true,none
1785073921.454851389,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.124054290,7.522811108,7.562060749,true,none
1785073922.455693245,per_message_full_scan,720,720,6.274458647,6.274458612,0.866666667,0.866666667,1,0.134343669,7.491467013,7.501272179,true,none
1785073923.454735041,per_message_full_scan,720,720,6.274458647,6.274458612,0.884722222,0.884722222,1,0.131703287,7.502917644,7.583364243,true,none
1785073924.454777002,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.134226143,7.382414364,7.362681537,true,none
1785073925.455003977,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.133798867,7.446166273,7.486789113,true,none
1785073926.456243277,per_message_full_scan,720,720,6.274458647,6.274458612,0.872222222,0.872222222,1,0.123544469,7.490463919,7.613954794,true,none
1785073927.479962111,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.133989438,7.434154213,7.209661730,true,none
1785073928.454908371,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.135608345,7.539715890,7.478957737,true,none
1785073929.474506855,per_message_full_scan,720,720,6.274458647,6.274458612,0.861111111,0.861111111,1,0.134107873,7.430101062,7.469919507,true,none
1785073930.455320597,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.134033799,7.506969178,7.588112487,true,none
1785073931.499993324,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.133998245,50.554507269,6.690353127,true,none
1785073932.454757214,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.133680388,18.184255501,7.007427303,true,none
1785073933.488979101,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.133918822,9.292880152,6.507251627,true,none
1785073934.454756498,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134090275,7.802667407,7.295312905,true,none
1785073935.454856634,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.132550672,7.613853415,7.396469096,true,none
1785073936.454708815,per_message_full_scan,720,720,6.274458647,6.274458612,0.869444444,0.869444444,1,0.134161547,7.427564254,7.474377299,true,none
1785073937.454733372,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134489715,7.513304921,7.576546202,true,none
1785073938.454715490,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.133756682,7.501617792,7.550069537,true,none
1785073939.454731464,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134197325,7.486129377,7.527569488,true,none
1785073940.454792738,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.134137839,7.453885236,7.588127891,true,none
1785073941.454745531,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134179652,7.449582468,7.522952443,true,none
1785073942.454726219,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.122688770,7.572183774,7.486064191,true,none
1785073943.454823971,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.121965766,7.590380923,7.481517215,true,none
1785073944.454729557,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.133949175,7.549171372,7.519779094,true,none
1785073945.455056906,per_message_full_scan,720,720,6.274458647,6.274458612,0.876388889,0.876388889,1,0.133470684,7.556608182,7.763980337,true,none
1785073946.454758406,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.133497000,7.505587869,7.600239202,true,none
1785073947.454741478,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.133366749,7.485042723,7.686845642,true,none
1785073948.455022335,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134127811,7.478946247,7.541678471,true,none
1785073949.454759359,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.133298323,7.479047281,7.609350649,true,none
1785073950.454737902,per_message_full_scan,720,720,6.274458647,6.274458612,0.872222222,0.872222222,1,0.132976666,7.468295840,7.510321791,true,none
1785073951.454696178,per_message_full_scan,720,720,6.274458647,6.274458612,0.890277778,0.890277778,1,0.134243980,7.466049355,7.488986913,true,none
1785073952.454868793,per_message_full_scan,720,720,6.274458647,6.274458612,0.901388889,0.901388889,1,0.122021273,7.590861524,7.574329212,true,none
1785073953.454718113,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.130663261,7.563963654,7.549111595,true,none
1785073954.454702139,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.133450538,7.524130075,7.482941354,true,none
1785073955.454739571,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.133452296,7.522871687,7.590201608,true,none
1785073956.454797983,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.134294480,7.496540664,7.509408593,true,none
1785073957.454741716,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.133680180,7.481538244,7.475014623,true,none
1785073958.454745531,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134063989,7.469942863,7.413066637,true,none
1785073959.454761028,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.134168014,7.462159506,7.507253575,true,none
1785073960.454752684,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134062797,7.443988381,7.677146277,true,none
1785073961.454735041,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.134188116,7.451270091,7.627408413,true,none
1785073962.455173731,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.121861354,7.529074443,7.605625026,true,none
1785073963.454748154,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.121999092,7.587596797,7.631840981,true,none
1785073964.454795599,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134250015,7.520929899,7.536915723,true,none
1785073965.454759836,per_message_full_scan,720,720,6.274458647,6.274458612,0.891666667,0.891666667,1,0.133908272,7.528423334,7.503250779,true,none
1785073966.454926014,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134181395,7.490821040,7.590157435,true,none
1785073967.454831600,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.133952424,7.502986823,7.582124451,true,none
1785073968.454697609,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.134226292,7.473269458,7.694266838,true,none
1785073969.454724789,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.133330867,7.467701488,7.464681009,true,none
1785073970.454890251,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.121793605,7.591820438,7.647020474,true,none
1785073971.454750299,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.121810921,7.592249130,7.784588035,true,none
1785073972.454923153,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.133791089,7.558663709,7.477885582,true,none
1785073973.454978466,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.133989543,7.557872397,7.727631730,true,none
1785073974.454747438,per_message_full_scan,720,720,6.274458647,6.274458612,0.893055556,0.893055556,1,0.133988246,7.498887663,7.512140802,true,none
1785073975.454725027,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.133309215,7.490838242,7.480209558,true,none
1785073976.454733610,per_message_full_scan,720,720,6.274458647,6.274458612,0.881944444,0.881944444,1,0.134210005,7.435685858,7.516888302,true,none
1785073977.454769373,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.132872045,7.477681673,7.512640671,true,none
1785073978.454725266,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.121132635,7.604283045,7.565567945,true,none
1785073979.486668587,per_message_full_scan,720,720,6.274458647,6.274458612,0.890277778,0.890277778,1,0.133690432,7.556901347,7.511381438,true,none
1785073980.454731464,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.134174302,7.556371500,7.604932342,true,none
1785073981.454877853,per_message_full_scan,720,720,6.274458647,6.274458612,0.902777778,0.902777778,1,0.134287253,7.560167542,7.707332670,true,none
1785073982.454763412,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.133987486,7.529947955,7.667234729,true,none
1785073983.454746008,per_message_full_scan,720,720,6.274458647,6.274458612,0.891666667,0.891666667,1,0.134178683,7.502579549,7.787787670,true,none
1785073984.454717875,per_message_full_scan,720,720,6.274458647,6.274458612,0.891666667,0.891666667,1,0.134038538,7.481749675,7.643630751,true,none
1785073985.454748869,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.133158416,7.468624737,7.508987199,true,none
1785073986.454722881,per_message_full_scan,720,720,6.274458647,6.274458612,0.897222222,0.897222222,1,0.134019166,7.449128151,7.489187831,true,none
1785073987.461955547,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.134172291,7.557657896,7.929894719,true,none
1785073988.454957724,per_message_full_scan,720,720,6.274458647,6.274458612,0.886111111,0.886111111,1,0.133587196,7.547618150,7.553738773,true,none
1785073989.485919476,per_message_full_scan,720,720,6.274458647,6.274458612,0.879166667,0.879166667,1,0.133155495,7.512958785,7.584164406,true,none
1785073990.455273628,per_message_full_scan,720,720,6.274458647,6.274458612,0.884722222,0.884722222,1,0.133571714,7.508712035,7.581427922,true,none
1785073991.476731300,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.132440075,7.479245391,7.614663917,true,none
1785073992.454729795,per_message_full_scan,720,720,6.274458647,6.274458612,0.884722222,0.884722222,1,0.134204119,7.467770603,7.565647648,true,none
1785073993.477916241,per_message_full_scan,720,720,6.274458647,6.274458612,0.893055556,0.893055556,1,0.134152383,7.468867748,7.530643501,true,none
1785073994.454712868,per_message_full_scan,720,720,6.274458647,6.274458612,0.897222222,0.897222222,1,0.134185284,7.422980206,7.320365236,true,none
1785073995.454707861,per_message_full_scan,720,720,6.274458647,6.274458612,0.902777778,0.902777778,1,0.113867454,7.379215746,7.607463834,true,none
1785073996.456883192,per_message_full_scan,720,720,6.274458647,6.274458612,0.876388889,0.876388889,1,0.133553803,7.425702164,7.495680579,true,none
1785073997.456680775,per_message_full_scan,720,720,6.274458647,6.274458612,0.893055556,0.893055556,1,0.133999422,7.451992734,7.936537075,true,none
1785073998.460216999,per_message_full_scan,720,720,6.274458647,6.274458612,0.898611111,0.898611111,1,0.134125799,7.497375083,7.592077727,true,none
1785073999.454940319,per_message_full_scan,720,720,6.274458647,6.274458612,0.884722222,0.884722222,1,0.134083405,7.523707941,7.549784601,true,none
1785074000.461219549,per_message_full_scan,720,720,6.274458647,6.274458612,0.898611111,0.898611111,1,0.133458465,7.407710200,7.535821494,true,none
1785074001.454918146,per_message_full_scan,720,720,6.274458647,6.274458612,0.901388889,0.901388889,1,0.104237802,7.555441996,7.515469833,true,none
1785074002.497728586,per_message_full_scan,720,720,6.274458647,6.274458612,0.893055556,0.893055556,1,0.133313045,22.160906192,6.945510635,true,none
1785074003.454710484,per_message_full_scan,720,720,6.274458647,6.274458612,0.906944444,0.906944444,1,0.132623464,10.514069454,7.469782243,true,none
1785074004.454731941,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.134284660,8.043551732,7.279585087,true,none
1785074005.454839945,per_message_full_scan,720,720,6.274458647,6.274458612,0.898611111,0.898611111,1,0.133782655,7.566909707,7.619511869,true,none
1785074006.454736233,per_message_full_scan,720,720,6.274458647,6.274458612,0.890277778,0.890277778,1,0.133975595,7.568247524,7.529537942,true,none
1785074007.455188751,per_message_full_scan,720,720,6.274458647,6.274458612,0.902777778,0.902777778,1,0.134212807,7.521467823,7.597451331,true,none
1785074008.454722166,per_message_full_scan,720,720,6.274458647,6.274458612,0.902777778,0.902777778,1,0.134163246,7.548366717,7.725991359,true,none
1785074009.454773664,per_message_full_scan,720,720,6.274458647,6.274458612,0.900000000,0.900000000,1,0.133830160,7.547853344,7.699741728,true,none
1785074010.454761505,per_message_full_scan,720,720,6.274458647,6.274458612,0.887500000,0.887500000,1,0.133831710,7.468805781,7.480052081,true,none
1785074011.458229065,per_message_full_scan,720,720,6.274458647,6.274458612,0.888888889,0.888888889,1,0.134123638,7.476882031,7.554876098,true,none
1785074012.454730034,per_message_full_scan,720,720,6.274458647,6.274458612,0.909722222,0.909722222,1,0.134164572,7.405272501,7.128083288,true,none
1785074013.482771635,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134035930,7.516169638,7.388871529,true,none
