timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1784907584.858953,false,false,UNKNOWN,false,false,inf,nan,nan,nan,-0.396396,1.006127,4.781187,nan,nan,false,mavros_disconnected
1784907585.860356,true,false,AUTO.LOITER,false,false,inf,nan,nan,nan,-0.395923,1.006440,4.728201,nan,nan,false,lidar_odom_stale
1784907586.859019,true,false,AUTO.LOITER,true,true,0.088667,-0.395458,1.006601,5.329206,-0.394113,1.006425,5.051952,0.001357,0.277254,true,none
1784907587.858962,true,false,AUTO.LOITER,true,true,0.095877,-0.395758,1.006052,5.152498,-0.393870,1.005996,5.097476,0.001888,0.055022,true,none
1784907588.858919,true,false,AUTO.LOITER,true,true,0.194560,-0.395313,1.005777,5.010308,-0.393559,1.005446,5.146390,0.001784,-0.136082,true,none
1784907589.858881,true,false,AUTO.LOITER,true,true,0.087696,-0.394405,1.005859,5.559965,-0.394195,1.006561,5.146372,0.000733,0.413593,true,none
1784907590.858889,true,false,AUTO.LOITER,true,true,0.191297,-0.394799,1.006192,5.706701,-0.392800,1.007306,5.218579,0.002289,0.488122,true,none
1784907591.859906,true,false,AUTO.LOITER,true,true,0.096044,-0.395051,1.006196,5.330807,-0.392790,1.005885,5.278578,0.002283,0.052229,true,none
1784907592.858859,true,false,AUTO.LOITER,true,true,0.091284,-0.394386,1.005692,5.036619,-0.392929,1.005695,5.280123,0.001457,-0.243503,true,none
1784907593.858935,true,false,AUTO.LOITER,true,true,0.095791,-0.394360,1.005773,5.485087,-0.392166,1.005614,5.290192,0.002199,0.194895,true,none
1784907594.860850,true,false,AUTO.LOITER,true,true,0.098779,-0.394992,1.006145,5.248773,-0.392840,1.006010,5.301985,0.002157,-0.053212,true,none
1784907595.858905,true,false,AUTO.LOITER,true,true,0.192242,-0.394831,1.005474,5.233648,-0.392339,1.005407,5.290843,0.002493,-0.057195,true,none
1784907596.858880,true,false,AUTO.LOITER,true,true,0.056143,-0.394602,1.005568,5.241418,-0.392620,1.006093,5.286587,0.002051,-0.045169,true,none
1784907597.858967,true,false,AUTO.LOITER,true,true,0.050561,-0.394926,1.006307,5.582416,-0.391865,1.006073,5.283843,0.003069,0.298573,true,none
1784907598.858894,true,false,AUTO.LOITER,true,true,0.092012,-0.395070,1.005835,5.510360,-0.389880,1.004274,5.296634,0.005419,0.213726,true,none
1784907599.858881,true,false,AUTO.LOITER,true,true,0.096489,-0.394479,1.005100,5.453141,-0.377246,0.991931,5.328282,0.021689,0.124859,true,none
1784907600.859926,true,false,AUTO.LOITER,true,true,0.090277,-0.393757,1.005226,5.355404,-0.384575,0.998510,5.332034,0.011376,0.023369,true,none
1784907601.860115,true,false,AUTO.LOITER,true,true,0.089911,-0.393960,1.005031,5.350098,-0.378618,0.992137,5.322412,0.020041,0.027687,true,none
1784907602.858912,true,false,AUTO.LOITER,true,true,0.123919,-0.394312,1.004664,5.266563,-0.380381,0.993718,5.307936,0.017717,-0.041373,true,none
1784907603.858922,true,false,AUTO.LOITER,true,true,0.091184,-0.396868,1.002991,5.255443,-0.393654,1.005730,5.288220,0.004222,-0.032777,true,none
1784907604.863545,true,false,AUTO.LOITER,true,true,0.196185,-0.401638,0.998889,8.154024,-0.396735,1.003660,5.972012,0.006841,2.182013,true,none
1784907605.858876,true,false,AUTO.LOITER,true,true,0.095715,-0.414627,0.993681,9.206512,-0.807060,0.713712,34.702116,0.482065,-25.495603,true,none
1784907606.859746,true,false,AUTO.LOITER,true,true,0.287314,-0.413452,0.996450,8.710483,-0.415323,0.993832,9.090492,0.003218,-0.380009,true,none
1784907607.860232,true,false,AUTO.LOITER,true,true,0.129520,-0.417318,0.993144,8.785774,-0.415119,0.993983,8.851462,0.002354,-0.065687,true,none
1784907608.859475,true,false,AUTO.LOITER,true,true,0.075225,-0.423344,0.990816,8.562992,-0.423525,0.998334,8.815270,0.007521,-0.252279,true,none
1784907609.858908,true,false,AUTO.LOITER,true,true,0.182077,-0.423571,0.990026,8.807981,-0.422276,0.994629,8.796014,0.004782,0.011968,true,none
1784907610.859330,true,false,AUTO.LOITER,true,true,0.016962,-0.424013,0.990496,8.738920,-0.421425,0.992428,8.798785,0.003229,-0.059865,true,none
1784907611.858868,true,false,AUTO.LOITER,true,true,0.061316,-0.424089,0.990475,9.163676,-0.420645,0.990735,8.806806,0.003454,0.356870,true,none
1784907612.860414,true,false,AUTO.LOITER,true,true,0.074905,-0.424264,0.990396,9.378527,-0.417133,0.986139,8.842338,0.008305,0.536189,true,none
1784907613.858944,true,false,AUTO.LOITER,true,true,0.046473,-0.419497,0.990533,9.081741,-0.418769,0.988939,8.921489,0.001752,0.160252,true,none
1784907614.861007,true,false,AUTO.LOITER,true,true,0.152801,-0.410384,0.993971,9.042314,-0.412342,0.990043,8.955688,0.004389,0.086626,true,none
1784907615.859938,true,false,AUTO.LOITER,true,true,0.079278,-0.409245,0.994018,9.021477,-0.411008,0.990722,8.937808,0.003738,0.083669,true,none
1784907616.859991,true,false,AUTO.LOITER,true,true,0.072911,-0.410856,0.992972,8.538959,-0.410992,0.989857,8.920564,0.003117,-0.381606,true,none
1784907617.858894,true,false,AUTO.LOITER,true,true,0.083428,-0.409122,0.993207,8.668399,-0.412596,0.991078,8.906915,0.004074,-0.238516,true,none
1784907618.860975,true,false,AUTO.LOITER,true,true,0.075141,-0.410064,0.993974,9.006902,-0.405004,0.976094,8.886614,0.018582,0.120288,true,none
1784907619.860027,true,false,AUTO.LOITER,true,true,0.166610,-0.410463,0.992468,8.850155,-0.408535,0.984210,8.879167,0.008480,-0.029012,true,none
1784907620.858909,true,false,AUTO.LOITER,true,true,0.082934,-0.395731,0.994328,8.631477,-0.408700,0.984812,8.903588,0.016086,-0.272111,true,none
1784907621.861852,true,false,AUTO.LOITER,true,true,0.075476,-0.420161,0.989897,7.950945,-0.408126,0.985533,8.805999,0.012802,-0.855054,true,none
1784907622.859028,true,false,AUTO.LOITER,true,true,0.077310,-0.406576,0.993498,7.969445,-0.407466,0.985409,8.722056,0.008137,-0.752611,true,none
1784907623.858871,true,false,AUTO.LOITER,true,true,0.072918,-0.406764,0.992965,7.622714,-0.407090,0.986698,8.622306,0.006275,-0.999592,true,none
