timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1784821513.805071,false,false,UNKNOWN,false,true,0.023068,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1784821514.804690,false,false,UNKNOWN,false,true,0.146387,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1784821515.804661,false,false,UNKNOWN,false,true,0.026835,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1784821516.811403,false,false,UNKNOWN,false,true,0.127991,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1784821517.804664,true,false,AUTO.LOITER,false,true,0.225118,nan,nan,nan,0.766993,-0.335475,74.140382,nan,nan,false,mavros_disconnected
1784821518.804702,true,false,AUTO.LOITER,true,true,0.049745,0.767104,-0.335384,74.107950,0.773268,-0.337958,73.875452,0.006680,0.232498,true,none
1784821519.805372,true,false,AUTO.LOITER,true,true,0.151511,0.766954,-0.335498,73.941150,0.774969,-0.339706,74.123149,0.009052,-0.181999,true,none
1784821520.805630,true,false,AUTO.LOITER,true,true,0.045895,0.766940,-0.334957,73.871391,0.757178,-0.328352,73.957389,0.011787,-0.085998,true,none
1784821521.804683,true,false,AUTO.LOITER,true,true,0.050388,0.758615,-0.337013,74.805011,0.773569,-0.335578,73.945567,0.015022,0.859444,true,none
1784821522.804674,true,false,AUTO.LOITER,true,true,0.103221,0.766458,-0.335588,74.391425,0.769348,-0.335675,74.016529,0.002891,0.374896,true,none
1784821523.805289,true,false,AUTO.LOITER,true,true,0.045444,0.766959,-0.336146,74.451592,0.761940,-0.336241,74.061555,0.005020,0.390037,true,none
1784821524.804700,true,false,AUTO.LOITER,true,true,0.019273,0.767104,-0.335422,74.468355,0.763255,-0.335622,74.127257,0.003854,0.341098,true,none
1784821525.804650,true,false,AUTO.LOITER,true,true,0.047509,0.766422,-0.336525,74.495773,0.782492,-0.334372,74.185701,0.016213,0.310072,true,none
1784821526.804669,true,false,AUTO.LOITER,true,true,0.041363,0.766007,-0.336127,73.932463,0.802740,-0.347149,74.193506,0.038351,-0.261043,true,none
1784821527.806140,true,false,AUTO.LOITER,true,true,0.147214,0.765354,-0.334612,73.998985,0.707291,-0.444315,65.459219,0.124121,8.539766,true,none
1784821528.804941,true,false,AUTO.LOITER,true,true,0.045889,0.763347,-0.332095,74.117432,0.755067,-0.327004,74.215287,0.009720,-0.097855,true,none
1784821529.806063,true,false,AUTO.LOITER,true,true,0.046795,0.763020,-0.331728,73.934410,0.759529,-0.324593,73.875976,0.007943,0.058434,true,none
1784821530.805197,true,false,AUTO.LOITER,true,true,0.139214,0.762793,-0.332009,73.858544,0.764789,-0.326120,73.991223,0.006218,-0.132679,true,none
1784821531.804693,true,false,AUTO.LOITER,true,true,0.020191,0.762608,-0.331564,73.855594,0.767656,-0.340808,73.961654,0.010533,-0.106060,true,none
1784821532.805085,true,false,AUTO.LOITER,true,true,0.047283,0.762949,-0.330751,73.762287,0.771747,-0.341915,73.981338,0.014214,-0.219051,true,none
1784821533.804672,true,false,AUTO.LOITER,true,true,0.044051,0.762449,-0.331270,74.224768,0.768421,-0.337082,73.971401,0.008332,0.253367,true,none
1784821534.804657,true,false,AUTO.LOITER,true,true,0.026505,0.762553,-0.332315,74.155206,0.765679,-0.331101,66.016913,0.003354,8.138293,true,none
1784821535.804666,true,false,AUTO.LOITER,true,true,0.146678,0.762638,-0.331441,74.322095,0.762696,-0.332876,74.464651,0.001436,-0.142555,true,none
1784821536.804712,true,false,AUTO.LOITER,true,true,0.048365,0.760024,-0.327543,74.574204,0.756940,-0.325261,74.528329,0.003837,0.045875,true,none
1784821537.805788,true,false,AUTO.LOITER,true,true,0.039542,0.758272,-0.328391,74.729801,0.755033,-0.321412,74.386537,0.007694,0.343264,true,none
1784821538.804660,true,false,AUTO.LOITER,true,true,0.047623,0.759275,-0.329760,74.381700,0.779097,-0.343743,74.496895,0.024257,-0.115195,true,none
1784821539.804871,true,false,AUTO.LOITER,true,true,0.045381,0.760076,-0.327959,74.759725,0.764973,-0.335440,74.515159,0.008940,0.244566,true,none
1784821540.804687,true,false,AUTO.LOITER,true,true,0.146296,0.759187,-0.327448,75.024238,0.765305,-0.334953,74.568543,0.009683,0.455695,true,none
