timestamp,message_index,ranges_size,intensities_size,angle_min,angle_max,angle_increment,declared_span_rad,indexed_span_rad,declared_span_deg,indexed_span_deg,scan_time,time_increment,range_min,range_max,finite_count,finite_ratio,frame_id,timestamp_monotonic,input_rate_hz,publisher_count,classification
1784821487.200036287,1,1027,1027,-3.124139309,3.141592741,0.006106951,6.265732050,6.265732007,359.000002022,358.999999567,0.133300111,0.000129922,0.150000006,12.000000000,889,0.865628043,"laser_frame",true,0.000000000,1,FULL_REVOLUTION
1784821487.336423397,2,1026,1026,-3.124139309,3.141592741,0.006112909,6.265732050,6.265731668,359.000002022,358.999980144,0.129374638,0.000126219,0.150000006,12.000000000,886,0.863547758,"laser_frame",true,7.365205652,1,FULL_REVOLUTION
1784821487.457705975,3,1026,1026,-3.124139309,3.141592741,0.006112909,6.265732050,6.265731668,359.000002022,358.999980144,0.120301470,0.000117367,0.150000006,12.000000000,891,0.868421053,"laser_frame",true,7.543174168,1,FULL_REVOLUTION
1784821487.592798948,4,1025,1025,-3.124139309,3.141592741,0.006118879,6.265732050,6.265731812,359.000002022,358.999988361,0.134175435,0.000131031,0.150000006,12.000000000,890,0.868292683,"laser_frame",true,7.515318686,1,FULL_REVOLUTION
1784821487.728020906,5,1025,1025,-3.124139309,3.141592741,0.006118879,6.265732050,6.265731812,359.000002022,358.999988361,0.134277865,0.000131131,0.150000006,12.000000000,880,0.858536585,"laser_frame",true,7.489719281,1,FULL_REVOLUTION
1784821487.850740194,6,1022,1022,-3.124139309,3.141592741,0.006136858,6.265732050,6.265731920,359.000002022,358.999994604,0.121682420,0.000119180,0.150000006,12.000000000,890,0.870841487,"laser_frame",true,7.624822737,1,FULL_REVOLUTION
1784821487.985964298,7,1021,1021,-3.124139309,3.141592741,0.006142874,6.265732050,6.265731733,359.000002022,358.999983879,0.134227425,0.000131596,0.150000006,12.000000000,890,0.871694417,"laser_frame",true,7.578176792,1,FULL_REVOLUTION
1784821488.121077776,8,1017,1017,-3.124139309,3.141592741,0.006167059,6.265732050,6.265731774,359.000002022,358.999986227,0.134060159,0.000131949,0.150000006,12.000000000,878,0.863323500,"laser_frame",true,7.543163156,1,FULL_REVOLUTION
1784821488.243836403,9,1016,1016,-3.124139309,3.141592741,0.006173135,6.265732050,6.265731803,359.000002022,358.999987881,0.121816248,0.000120016,0.150000006,12.000000000,881,0.867125984,"laser_frame",true,7.663896059,1,FULL_REVOLUTION
1784821488.378827572,10,1018,1018,-3.124139309,3.141592741,0.006160995,6.265732050,6.265731907,359.000002022,358.999993804,0.134166092,0.000131923,0.150000006,12.000000000,888,0.872298625,"laser_frame",true,7.612323395,1,FULL_REVOLUTION
1784821488.503690004,11,1017,1017,-3.124139309,3.141592741,0.006167059,6.265732050,6.265731774,359.000002022,358.999986227,0.123978779,0.000122026,0.150000006,12.000000000,882,0.867256637,"laser_frame",true,7.681074327,1,FULL_REVOLUTION
1784821488.638553619,12,1019,1019,-3.124139309,3.141592741,0.006154943,6.265732050,6.265731762,359.000002022,358.999985533,0.132715702,0.000130369,0.150000006,12.000000000,879,0.862610402,"laser_frame",true,7.622519976,1,FULL_REVOLUTION
1784821488.771859169,13,1021,1021,-3.124139309,3.141592741,0.006142874,6.265732050,6.265731733,359.000002022,358.999983879,0.131525204,0.000128946,0.150000006,12.000000000,895,0.876591577,"laser_frame",true,7.613580602,1,FULL_REVOLUTION
1784821488.896105528,14,1022,1022,-3.124139309,3.141592741,0.006136858,6.265732050,6.265731920,359.000002022,358.999994604,0.123365201,0.000120828,0.150000006,12.000000000,891,0.871819961,"laser_frame",true,7.699007746,1,FULL_REVOLUTION
1784821489.029837608,15,1025,1025,-3.124139309,3.141592741,0.006118879,6.265732050,6.265731812,359.000002022,358.999988361,0.132339552,0.000129238,0.150000006,12.000000000,886,0.864390244,"laser_frame",true,7.654081216,1,FULL_REVOLUTION
1784821489.164983034,16,1025,1025,-3.124139309,3.141592741,0.006118879,6.265732050,6.265731812,359.000002022,358.999988361,0.133696318,0.000130563,0.150000006,12.000000000,892,0.870243902,"laser_frame",true,7.600376873,1,FULL_REVOLUTION
1784821489.287851810,17,1025,1025,-3.124139309,3.141592741,0.006118879,6.265732050,6.265731812,359.000002022,358.999988361,0.121288590,0.000118446,0.150000006,12.000000000,890,0.868292683,"laser_frame",true,7.712654486,1,FULL_REVOLUTION
