timestamp,mode,input_size,output_size,declared_span_rad,indexed_span_rad,angular_coverage_ratio,finite_return_ratio,accumulated_segments,revolution_duration_sec,input_rate_hz,output_rate_hz,valid,rejection_reason
1785061229.305629730,per_message_full_scan,720,720,6.274458647,6.274458612,0.862500000,0.862500000,1,0.133952990,7.540613230,7.936505053,true,none
1785061230.408356190,per_message_full_scan,720,720,6.274458647,6.274458612,0.865277778,0.865277778,1,0.128986061,7.512131232,7.526734436,false,STALE_INPUT:none
1785061231.305890560,per_message_full_scan,720,720,6.274458647,6.274458612,0.875000000,0.875000000,1,0.119015537,19.551613648,7.744083786,true,none
1785061232.305609703,per_message_full_scan,720,720,6.274458647,6.274458612,0.872222222,0.872222222,1,0.134212032,9.557310574,7.991303892,true,none
1785061233.305599928,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.133645147,7.931090086,7.588661733,true,none
1785061234.305593491,per_message_full_scan,720,720,6.274458647,6.274458612,0.868055556,0.868055556,1,0.134096414,7.617201583,7.460781176,true,none
1785061235.321176529,per_message_full_scan,720,720,6.274458647,6.274458612,0.870833333,0.870833333,1,0.133234993,7.565815734,7.652190492,true,none
1785061236.306016207,per_message_full_scan,720,720,6.274458647,6.274458612,0.866666667,0.866666667,1,0.133489534,7.607999606,7.450291180,true,none
1785061237.335784435,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134456024,7.492907830,7.456723808,true,none
1785061238.306089163,per_message_full_scan,720,720,6.274458647,6.274458612,0.861111111,0.861111111,1,0.121634506,7.606458900,7.641162700,true,none
1785061239.336561203,per_message_full_scan,720,720,6.274458647,6.274458612,0.869444444,0.869444444,1,0.134028241,7.480647940,7.320723848,true,none
1785061240.305599213,per_message_full_scan,720,720,6.274458647,6.274458612,0.880555556,0.880555556,1,0.134498000,7.536274440,7.880122571,true,none
1785061241.305587292,per_message_full_scan,720,720,6.274458647,6.274458612,0.873611111,0.873611111,1,0.134050325,7.559434922,7.627972507,true,none
1785061242.305616617,per_message_full_scan,720,720,6.274458647,6.274458612,0.861111111,0.861111111,1,0.133268610,7.536084723,8.051474943,true,none
1785061243.305592775,per_message_full_scan,720,720,6.274458647,6.274458612,0.868055556,0.868055556,1,0.121131204,7.671389420,8.050191535,true,none
1785061244.305767536,per_message_full_scan,720,720,6.274458647,6.274458612,0.876388889,0.876388889,1,0.134095713,7.539691318,7.816788573,true,none
1785061245.305662632,per_message_full_scan,720,720,6.274458647,6.274458612,0.866666667,0.866666667,1,0.132414192,7.614709123,7.604041779,true,none
1785061246.326236248,per_message_full_scan,720,720,6.274458647,6.274458612,0.883333333,0.883333333,1,0.121938907,7.646083501,7.528123719,true,none
1785061247.305640936,per_message_full_scan,720,720,6.274458647,6.274458612,0.863888889,0.863888889,1,0.134278148,7.550381171,7.495996454,true,none
1785061248.333787203,per_message_full_scan,720,720,6.274458647,6.274458612,0.868055556,0.868055556,1,0.122194596,7.561090030,7.399177027,true,none
1785061249.305879354,per_message_full_scan,720,720,6.274458647,6.274458612,0.869444444,0.869444444,1,0.120863251,7.645262531,7.587000753,true,none
1785061250.314260244,per_message_full_scan,720,720,6.274458647,6.274458612,0.877777778,0.877777778,1,0.134115979,7.517572020,7.503776636,true,none
1785061251.305613279,per_message_full_scan,720,720,6.274458647,6.274458612,0.868055556,0.868055556,1,0.133782372,7.548181306,7.712358607,true,none
1785061252.305605650,per_message_full_scan,720,720,6.274458647,6.274458612,0.859722222,0.859722222,1,0.134061396,7.595586626,7.678670383,true,none
1785061253.337138653,per_message_full_scan,720,720,6.274458647,6.274458612,0.868055556,0.868055556,1,0.134269387,7.570181337,7.521756145,true,none
1785061254.305574894,per_message_full_scan,720,720,6.274458647,6.274458612,0.854166667,0.854166667,1,0.117666505,7.540540546,7.477474403,true,none
1785061255.328769684,per_message_full_scan,720,720,6.274458647,6.274458612,0.862500000,0.862500000,1,0.134063363,7.554869255,7.561545246,true,none
1785061256.305591345,per_message_full_scan,720,720,6.274458647,6.274458612,0.862500000,0.862500000,1,0.134185746,7.575739197,7.995346450,true,none
1785061257.305681229,per_message_full_scan,720,720,6.274458647,6.274458612,0.863888889,0.863888889,1,0.133153647,7.555044825,7.597838857,true,none
1785061258.305629730,per_message_full_scan,720,720,6.274458647,6.274458612,0.865277778,0.865277778,1,0.121368594,7.646819573,7.500487407,true,none
