timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1784821387.065610,false,false,UNKNOWN,false,false,inf,nan,nan,nan,0.632903,-0.278399,22.928871,nan,nan,false,mavros_disconnected
1784821388.062837,true,false,AUTO.LOITER,false,false,0.069112,nan,nan,nan,0.630772,-0.274500,22.945913,nan,nan,false,lidar_odom_stale
1784821389.062847,true,false,AUTO.LOITER,true,true,0.081505,0.628887,-0.275620,22.864646,0.628117,-0.277980,23.010496,0.002482,-0.145850,true,none
1784821390.064550,true,false,AUTO.LOITER,true,true,0.073255,0.628942,-0.273890,23.383671,0.625687,-0.274168,23.000943,0.003266,0.382728,true,none
1784821391.062843,true,false,AUTO.LOITER,true,true,0.184665,0.628060,-0.274224,22.960113,0.628954,-0.275947,23.163731,0.001941,-0.203619,true,none
1784821392.062838,true,false,AUTO.LOITER,true,true,0.093155,0.629525,-0.273720,23.082121,0.628260,-0.257962,23.145656,0.015808,-0.063535,true,none
1784821393.062869,true,false,AUTO.LOITER,true,true,0.085571,0.629020,-0.273660,22.857871,0.629025,-0.255188,23.096403,0.018472,-0.238532,true,none
1784821394.062833,true,false,AUTO.LOITER,true,true,0.064175,0.628250,-0.273520,23.108312,0.621480,-0.226855,23.072451,0.047153,0.035861,true,none
1784821395.062861,true,false,AUTO.LOITER,true,true,0.091520,0.628483,-0.273963,22.991508,0.633186,-0.266243,23.079885,0.009040,-0.088377,true,none
1784821396.062897,true,false,AUTO.LOITER,true,true,0.072085,0.629194,-0.274974,22.590535,0.625717,-0.265947,23.094353,0.009673,-0.503818,true,none
1784821397.062825,true,false,AUTO.LOITER,true,true,0.076415,0.630242,-0.274413,23.120096,0.626131,-0.268952,23.047132,0.006836,0.072964,true,none
1784821398.063168,true,false,AUTO.LOITER,true,true,0.086167,0.630212,-0.274394,23.042170,0.628052,-0.267282,65.434610,0.007433,-42.392441,true,none
1784821399.062874,true,false,AUTO.LOITER,true,true,0.188517,0.630066,-0.275042,23.053924,0.632702,-0.272661,22.944898,0.003552,0.109026,true,none
1784821400.064643,true,false,AUTO.LOITER,true,true,0.069657,0.630118,-0.274935,23.016826,0.631695,-0.272330,23.037779,0.003045,-0.020953,true,none
1784821401.062795,true,false,AUTO.LOITER,true,true,0.087932,0.630138,-0.274619,23.004449,0.631009,-0.265769,23.059215,0.008893,-0.054766,true,none
1784821402.065676,true,false,AUTO.LOITER,true,true,0.088124,0.629662,-0.274614,23.190514,0.643371,-0.283353,22.985772,0.016258,0.204742,true,none
