timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1785679199.801414,false,false,UNKNOWN,false,true,0.022079,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679200.801463,false,false,UNKNOWN,false,true,0.024695,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679201.801239,false,false,UNKNOWN,false,true,0.102666,nan,nan,nan,-0.031238,0.046992,-171.470942,nan,nan,false,mavros_disconnected
1785679202.801232,true,false,AUTO.LOITER,true,true,0.025892,-0.035846,0.046042,-171.895638,-0.040216,0.042511,-171.725361,0.005619,-0.170277,true,none
1785679203.801227,true,false,AUTO.LOITER,true,true,0.028202,-0.036002,0.045687,-171.544507,-0.035133,0.033701,-171.671168,0.012018,0.126661,true,none
1785679204.801245,true,false,AUTO.LOITER,true,true,0.123957,-0.036054,0.045525,-171.668060,-0.046613,0.088046,-171.717133,0.043813,0.049073,true,none
1785679205.801238,true,false,AUTO.LOITER,true,true,0.018174,-0.036383,0.045800,-172.144387,-0.041275,0.086239,-171.736470,0.040733,-0.407917,true,none
1785679206.801233,true,false,AUTO.LOITER,true,true,0.024115,-0.036378,0.045070,-171.615836,-0.044626,0.078806,-171.789508,0.034730,0.173672,true,none
1785679207.801526,true,false,AUTO.LOITER,true,true,0.128399,-0.035979,0.044764,-171.488887,-0.042301,0.055050,-171.772175,0.012074,0.283287,true,none
1785679208.801249,true,false,AUTO.LOITER,true,true,0.026299,-0.036538,0.044646,-171.887558,-0.042047,0.062693,-171.731719,0.018869,-0.155838,true,none
1785679209.801268,true,false,AUTO.LOITER,true,true,0.016570,-0.036370,0.044409,-171.844102,-0.043081,0.079394,-171.729622,0.035623,-0.114480,true,none
1785679210.801237,true,false,AUTO.LOITER,true,true,0.126724,-0.036917,0.043819,-171.299050,-0.043463,0.083984,-171.737637,0.040695,0.438588,true,none
1785679211.801239,true,false,AUTO.LOITER,true,true,0.027160,-0.037018,0.044116,-171.884924,-0.032981,0.061934,-171.727861,0.018269,-0.157063,true,none
1785679212.801307,true,false,AUTO.LOITER,true,true,0.023047,-0.036757,0.044235,-171.932358,-0.034417,0.060172,-171.717864,0.016108,-0.214494,true,none
1785679213.801224,true,false,AUTO.LOITER,true,true,0.117914,-0.037073,0.043918,-171.500945,-0.029708,0.049657,-171.704540,0.009337,0.203595,true,none
