timestamp,raw_odom_age_sec,scan_age_sec,rf2o_rate_hz,scan_rate_hz,x,y,yaw_deg,delta_translation_m,delta_yaw_deg,translation_speed_mps,yaw_rate_degps,roll_deg,pitch_deg,valid,status_reason
1785679190.682863951,inf,0.265021000,0.000000000,7.346122476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,false,WAITING_FOR_ODOM
1785679191.682440519,inf,0.027108963,0.000000000,93.109872102,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,false,WAITING_FOR_ODOM
1785679192.682468891,inf,0.215041371,0.000000000,29.860853261,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,false,WAITING_FOR_ODOM
1785679193.682384491,inf,0.123080537,0.000000000,901.506392069,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.746396095,0.747427613,false,WAITING_FOR_ODOM
1785679194.682969570,0.005414963,0.030739667,8.746352382,157.386144212,-0.000591475,-0.000305754,0.187122831,0.000568520,0.165510998,0.004209704,1.225554992,-0.751428354,0.743110787,true,OK
1785679195.682461739,0.003798852,0.071628463,8.267960921,38.785650711,-0.000974014,-0.000342955,-0.205572564,0.000120454,0.157017511,0.000890845,1.161256334,-0.663627088,0.748568564,true,OK
1785679196.682428360,0.006811834,0.114143481,7.736147121,13.923243544,-0.001006752,0.000108295,0.049561028,0.000194115,0.183453959,0.001436362,1.357477305,-0.741953989,0.748861709,true,OK
1785679197.682431459,0.097442352,0.019407111,8.169190091,8.417558152,-0.000034630,0.000349733,-0.094609671,0.000549921,0.165510998,0.004079902,1.227938077,-0.735115900,0.754170717,true,OK
1785679198.682470560,0.001316055,0.055681111,8.137273381,7.503615909,-0.001010156,0.000071098,-0.391013307,0.000479600,0.068528042,0.003577340,0.511151680,-0.738537116,0.761570121,true,OK
1785679199.683055162,0.004297185,0.105925056,7.838249481,7.412083771,-0.001020253,0.000699053,0.304395216,0.000188879,0.131221234,0.001398225,0.971400189,-0.761444415,0.773202880,true,OK
1785679200.682465792,0.105067963,0.011757815,8.643002442,7.390686900,-0.001121698,0.000611392,-0.098942349,0.000474915,0.209356731,0.003519495,1.551497390,-0.720425866,0.740618440,true,OK
1785679201.682681561,0.105323778,0.053790574,8.376801987,7.355603647,-0.000290933,0.000269117,-0.002952031,0.000169407,0.131221234,0.001253542,0.970982346,-0.749029580,0.784974063,true,OK
1785679202.682542086,0.006736722,0.096176204,7.902992635,7.376064005,-0.000233138,0.000535020,-0.081221960,0.000201433,0.347742353,0.001491797,2.575352456,-0.729849399,0.801333566,true,OK
1785679203.682575941,0.076614092,0.002089093,8.159607261,7.377566468,-0.000440408,0.000774784,0.282683779,0.000251511,0.169020462,0.001861070,1.250674859,-0.804309593,0.767414378,true,OK
1785679204.682454586,0.005363500,0.032453092,8.641593478,7.261716582,0.000001583,0.000891045,0.106791523,0.000127236,0.128204252,0.000862973,0.869541522,-0.719395299,0.772346254,true,OK
1785679205.682806015,0.007371722,0.086647297,8.181742986,7.376555728,0.000370679,0.000861027,-0.205210994,0.000047696,0.071326251,0.000359111,0.537026897,-0.727893497,0.782563413,true,OK
1785679206.682568073,0.101828926,0.129001445,8.824783245,7.348136583,0.001112247,0.001281720,-0.002910029,0.000095922,0.102792073,0.000710166,0.761026586,-0.725734031,0.797261418,true,OK
1785679207.682426929,0.009522500,0.033759815,8.585554026,7.313739596,0.000036588,0.001655371,0.285964438,0.000338823,0.185574892,0.002512355,1.376027325,-0.785384549,0.787713124,true,OK
1785679208.682460070,0.007563981,0.076887408,8.135211865,7.316403359,0.000464698,0.001772162,0.135165887,0.000173065,0.314657797,0.001277434,2.322562792,-0.725345232,0.781918891,true,OK
1785679209.682504177,0.104924944,0.131463500,8.521555478,7.399306657,0.000519178,0.002076955,0.054290296,0.000193637,0.019782341,0.001438489,0.146958529,-0.693771194,0.764082929,true,OK
1785679210.682436705,0.008124814,0.026458537,8.635766574,7.264190468,0.001099875,0.002456576,0.475801693,0.000370479,0.458849227,0.002532166,3.136159486,-0.685782819,0.739770288,true,OK
1785679211.682484150,0.007594685,0.066823352,8.244935388,7.234176932,0.001308562,0.002321529,-0.005393698,0.000423986,0.207479056,0.002878368,1.408537998,-0.722496499,0.751789511,true,OK
1785679212.682404041,0.004384204,0.122549908,7.575307474,7.374444606,0.000915934,0.002033716,-0.220063983,0.000171835,0.113640914,0.001272751,0.841717811,-0.750595838,0.756312429,true,OK
1785679213.682721853,0.101366907,0.030005703,8.178166390,7.346546212,0.001398653,0.002436640,0.273906437,0.000351644,0.207479056,0.002604216,1.536554778,-0.766367628,0.759977920,true,OK
