timestamp,mode,input_size,output_size,declared_span_rad,indexed_span_rad,angular_coverage_ratio,finite_return_ratio,accumulated_segments,revolution_duration_sec,input_rate_hz,output_rate_hz,valid,rejection_reason
1785679182.953068972,unselected,1075,720,6.265732050,6.265731703,0.000000000,0.000000000,0,0.000000000,7.151339382,0.000000000,false,CLASSIFYING_INPUT:none
1785679183.953025818,unselected,1058,720,6.265732050,6.265731572,0.000000000,0.000000000,0,0.000000000,7.321845079,0.000000000,false,CLASSIFYING_INPUT:none
1785679184.953043938,per_message_full_scan,1058,720,6.265732050,6.265731572,0.000000000,0.000000000,0,0.000000000,7.382907395,0.000000000,false,INITIALIZING:none
1785679185.953081846,per_message_full_scan,1065,720,6.265732050,6.265731901,0.997222222,0.797222222,1,0.147180170,7.259313571,7.295402888,true,none
1785679186.953793049,per_message_full_scan,1069,720,6.265732050,6.265731923,0.997222222,0.802777778,1,0.145481423,7.261969727,7.269410805,true,none
1785679187.953010082,per_message_full_scan,1062,720,6.265732050,6.265731704,0.997222222,0.786111111,1,0.133921310,7.382034582,7.383749338,true,none
1785679188.953088999,per_message_full_scan,1059,720,6.265732050,6.265731615,0.997222222,0.808333333,1,0.122170724,132.378998092,6.687038969,true,none
1785679189.953094482,per_message_full_scan,1068,720,6.265732050,6.265731566,0.997222222,0.798611111,1,0.146387368,33.490796550,7.131525680,true,none
1785679190.953435183,per_message_full_scan,1076,720,6.265732050,6.265731889,0.997222222,0.806944444,1,0.133339942,12.877067986,7.348139228,true,none
1785679191.953090191,per_message_full_scan,1060,720,6.265732050,6.265731795,0.997222222,0.805555556,1,0.134063050,8.216642808,7.287984105,true,none
1785679192.953094482,per_message_full_scan,1071,720,6.265732050,6.265732036,0.998611111,0.816666667,1,0.134219542,7.569299492,7.351473563,true,none
1785679193.953079462,per_message_full_scan,1068,720,6.265732050,6.265731566,0.997222222,0.798611111,1,0.133938864,7.317105096,7.277440085,true,none
1785679194.953189373,per_message_full_scan,1067,720,6.265732050,6.265731630,0.997222222,0.790277778,1,0.134106874,7.388388552,7.381908028,true,none
1785679195.953081369,per_message_full_scan,1070,720,6.265732050,6.265731738,0.997222222,0.802777778,1,0.131828070,7.352434258,7.351384461,true,none
1785679196.953093529,per_message_full_scan,1068,720,6.265732050,6.265731566,0.997222222,0.804166667,1,0.134000301,7.345308703,7.347989867,true,none
1785679197.953289270,per_message_full_scan,1072,720,6.265732050,6.265731852,0.997222222,0.793055556,1,0.134174317,7.354127456,7.354999433,true,none
1785679198.953082800,per_message_full_scan,1078,720,6.265732050,6.265731799,0.997222222,0.801388889,1,0.143302292,7.248320984,7.247934343,true,none
1785679199.953129053,per_message_full_scan,1064,720,6.265732050,6.265732046,0.998611111,0.801388889,1,0.147823244,7.225029495,7.222322666,true,none
1785679200.953089714,per_message_full_scan,1074,720,6.265732050,6.265731655,0.997222222,0.795833333,1,0.134028256,7.383033198,7.382530450,true,none
1785679201.953096867,per_message_full_scan,1072,720,6.265732050,6.265731852,0.997222222,0.801388889,1,0.134854406,7.232582375,7.231376504,true,none
1785679202.953217268,per_message_full_scan,1071,720,6.265732050,6.265732036,0.998611111,0.801388889,1,0.145737097,7.259370763,7.259219343,true,none
1785679203.953111649,per_message_full_scan,1074,720,6.265732050,6.265731655,0.997222222,0.808333333,1,0.145217001,7.263605995,7.265427288,true,none
1785679204.953101873,per_message_full_scan,1061,720,6.265732050,6.265731649,0.997222222,0.806944444,1,0.134131685,7.302889424,7.303374547,true,none
1785679205.953132391,per_message_full_scan,1070,720,6.265732050,6.265731738,0.997222222,0.804166667,1,0.133840144,7.372196003,7.375011711,true,none
1785679206.953593969,per_message_full_scan,1064,720,6.265732050,6.265732046,0.998611111,0.812500000,1,0.134087384,7.357330581,7.360170944,true,none
1785679207.953131199,per_message_full_scan,1073,720,6.265732050,6.265731715,0.997222222,0.806944444,1,0.133907422,7.344960217,7.351009505,true,none
1785679208.953105927,per_message_full_scan,1062,720,6.265732050,6.265731704,0.997222222,0.797222222,1,0.134053618,7.351199727,7.352414146,true,none
1785679209.953150034,per_message_full_scan,1071,720,6.265732050,6.265732036,0.998611111,0.802777778,1,0.133842975,7.301205149,7.301355928,true,none
1785679210.953596592,per_message_full_scan,1066,720,6.265732050,6.265731587,0.997222222,0.812500000,1,0.133640707,7.310632610,7.310614242,true,none
1785679211.953098297,per_message_full_scan,1061,720,6.265732050,6.265731649,0.997222222,0.797222222,1,0.133781940,7.296862201,7.297045308,true,none
1785679212.953133583,per_message_full_scan,1068,720,6.265732050,6.265731566,0.997222222,0.795833333,1,0.133337423,7.382892350,7.383635499,true,none
1785679213.953092337,per_message_full_scan,1074,720,6.265732050,6.265731655,0.997222222,0.808333333,1,0.146610960,7.236138552,7.236205770,true,none
