timestamp,raw_odom_age_sec,scan_age_sec,rf2o_rate_hz,scan_rate_hz,x,y,yaw_deg,delta_translation_m,delta_yaw_deg,translation_speed_mps,yaw_rate_degps,roll_deg,pitch_deg,valid,status_reason
1784821960.550882816,inf,0.109301027,0.000000000,7.579545323,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.699420824,1.154728923,false,WAITING_FOR_ODOM
1784821961.546326876,inf,0.046393621,0.000000000,7.530504375,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.696585053,1.161246046,false,WAITING_FOR_ODOM
1784821962.549316168,inf,0.012392216,0.000000000,7.662299431,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.698747088,1.148423659,false,WAITING_FOR_ODOM
1784821963.549913406,inf,0.091456972,0.000000000,8.319314521,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.683363075,1.107544358,false,WAITING_FOR_ODOM
1784821964.549764872,0.081981612,0.060859870,13.508494743,7.944680007,0.000006512,-0.000021355,0.000000000,0.000022326,0.000000000,0.000182693,0.000000000,-0.706027551,1.148377644,false,WAITING_FOR_ODOM
1784821965.546714306,0.044793845,0.016087553,12.798107820,7.822734146,0.000120795,-0.000225870,-0.203562202,0.000370106,0.000000000,0.002759267,0.000000000,-0.699080074,1.161294869,true,OK
1784821966.546514750,0.086392862,0.090032840,8.273174352,7.616932085,0.000753284,-0.000388243,-0.155354900,0.000436581,0.074018747,0.003257600,0.552299501,-0.696670252,1.151312332,true,OK
1784821967.546685934,0.022274392,0.045441654,7.714544232,7.711862380,0.000869851,0.000258824,0.106534969,0.000505109,0.106531181,0.001983747,0.418386766,-0.718501130,1.149229883,true,OK
1784821968.547952652,0.207646752,0.136091467,9.026700563,7.705303112,-0.000178283,0.000148376,-0.427747347,0.000707533,0.243893275,0.005225745,1.801363332,-0.651955206,1.160097063,true,OK
1784821969.547421932,0.099181444,0.093206733,9.119017995,7.655314225,0.000488709,-0.000369284,-0.131482969,0.000233501,0.125114538,0.001725723,0.924676621,-0.680128125,1.159894075,true,OK
1784821970.548988104,0.103973244,0.053055613,8.891855206,7.719292200,0.001226096,-0.000949297,-0.404849301,0.000193627,0.110143430,0.001367111,0.777671390,-0.638446702,1.134845618,true,OK
1784821971.548706532,0.053729551,0.111422617,8.033957678,7.450713290,0.001144786,-0.000102975,-0.104572467,0.000104457,0.205584225,0.000768690,1.512881111,-0.680636794,1.164101860,true,OK
1784821972.552570343,0.103663896,0.093208368,8.583343849,7.715823990,0.000351126,-0.001447322,-0.034561968,0.000293689,0.104678325,0.002185582,0.778996499,-0.686620244,1.176322428,true,OK
1784821973.551777601,0.006504595,0.009227855,11.264485578,7.570317362,0.000907333,-0.001334817,0.002365163,0.000341938,0.027976455,0.002508978,0.205277873,-0.657509500,1.162679157,true,OK
1784821974.546466112,0.002320252,0.122510809,9.202993141,8.076495952,0.000839934,-0.000533101,0.034896572,0.000294738,0.110143430,0.002287135,0.854702338,-0.693164711,1.175984626,true,OK
1784821975.549391985,0.047635136,0.070999840,8.002727495,7.765049129,0.001073549,-0.000671985,-0.022701613,0.000686649,0.000000000,0.005064117,0.000000000,-0.689226371,1.169089319,true,OK
1784821976.546393871,0.117660908,0.029623039,9.337439349,7.631817449,0.000643290,-0.000379714,-0.009811142,0.000273512,0.279064534,0.002026223,2.067358722,-0.609674439,1.132978578,true,OK
1784821977.546083927,0.137641396,0.123708503,8.140725358,7.728341256,0.001298580,-0.001118475,-0.053279323,0.000436610,0.044234660,0.003523525,0.356982179,-0.676370949,1.138351588,true,OK
1784821978.546006203,0.001280977,0.076188888,8.691938958,7.706637120,0.001024353,-0.000224792,-0.255059766,0.000533070,0.465201836,0.004270763,3.727029081,-0.736428653,1.140883862,true,OK
1784821979.546670198,0.107349682,0.025429938,9.759834954,7.589050262,0.001127488,0.000272950,0.070957863,0.000412164,0.096913294,0.003015499,0.709043601,-0.757254228,1.184123419,true,OK
1784821980.547687769,0.032422251,0.109704928,8.920859762,7.597807199,0.000100763,0.000436095,-0.269713216,0.000852969,0.171320168,0.006413066,1.288074996,-0.720874358,1.140095512,true,OK
