timestamp,mavros_connected,px4_armed,px4_mode,alignment_complete,rf2o_valid,rf2o_age_sec,aligned_x,aligned_y,aligned_yaw_deg,px4_x,px4_y,px4_yaw_deg,position_difference_m,yaw_difference_deg,publishing_to_px4,rejection_reason
1785679374.587020,false,false,UNKNOWN,false,false,0.019772,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679375.587273,false,false,UNKNOWN,false,true,0.213325,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679376.587057,false,false,UNKNOWN,false,true,0.064329,nan,nan,nan,nan,nan,0.000000,nan,nan,false,mavros_disconnected
1785679377.586956,true,false,AUTO.LOITER,true,true,0.017412,-0.058352,0.174646,-167.727382,-0.058330,0.183916,-167.773161,0.009270,0.045780,true,none
1785679378.586969,true,false,AUTO.LOITER,true,true,0.012540,-0.058136,0.174513,-167.760663,-0.061716,0.177377,-167.773869,0.004584,0.013206,true,none
1785679379.586923,true,false,AUTO.LOITER,true,true,0.118953,-0.058126,0.174804,-167.801853,-0.056894,0.161859,-167.778038,0.013004,-0.023815,true,none
1785679380.728359,true,false,AUTO.LOITER,true,true,0.359461,-0.058385,0.174983,-168.031791,-0.056717,0.156732,-167.813942,0.018327,-0.217850,true,none
1785679381.586947,true,false,AUTO.LOITER,true,true,0.016626,-0.058398,0.174982,-168.136895,-0.067060,0.161354,-167.784333,0.016148,-0.352561,true,none
1785679382.586955,true,false,AUTO.LOITER,true,true,0.116832,-0.058510,0.175210,-167.998555,-0.060400,0.166734,-167.872102,0.008685,-0.126454,true,none
1785679383.586987,true,false,AUTO.LOITER,true,true,0.017807,-0.058836,0.175150,-168.239801,-0.062351,0.189500,-167.929381,0.014774,-0.310420,true,none
1785679384.586971,true,false,AUTO.LOITER,true,true,0.017741,-0.058916,0.175015,-168.520678,-0.063757,0.198368,-167.969881,0.023850,-0.550797,true,none
1785679385.586981,true,false,AUTO.LOITER,true,true,0.113719,-0.058425,0.175194,-168.278414,-0.060150,0.161035,-168.078494,0.014264,-0.199920,true,none
1785679386.586961,true,false,AUTO.LOITER,true,true,0.017422,-0.058506,0.175201,-168.641220,-0.058528,0.167422,-168.114715,0.007778,-0.526505,true,none
1785679387.587021,true,false,AUTO.LOITER,true,true,0.019153,-0.058678,0.175733,-169.141510,-0.060286,0.165201,-168.171888,0.010654,-0.969622,true,none
1785679388.586984,true,false,AUTO.LOITER,true,true,0.115875,-0.060045,0.175045,-169.097095,-0.061587,0.179101,-168.258030,0.004339,-0.839065,true,none
1785679389.586978,true,false,AUTO.LOITER,true,true,0.015773,-0.060019,0.175164,-169.033133,-0.061743,0.186860,-168.338558,0.011823,-0.694576,true,none
