timestamp,message_index,ranges_size,intensities_size,angle_min,angle_max,angle_increment,declared_span_rad,indexed_span_rad,declared_span_deg,indexed_span_deg,scan_time,time_increment,range_min,range_max,finite_count,finite_ratio,frame_id,timestamp_monotonic,input_rate_hz,publisher_count,classification
1785679345.903548002,1,1071,1071,-3.124139309,3.141592741,0.005855824,6.265732050,6.265732036,359.000002022,359.000001221,0.133176371,0.000124464,0.150000006,12.000000000,813,0.759103641,"laser_frame",true,0.000000000,1,FULL_REVOLUTION
1785679346.050702810,2,1074,1074,-3.124139309,3.141592741,0.005839452,6.265732050,6.265731655,359.000002022,358.999979370,0.146108791,0.000136168,0.150000006,12.000000000,794,0.739292365,"laser_frame",true,6.807726110,1,FULL_REVOLUTION
1785679346.190614939,3,1071,1071,-3.124139309,3.141592741,0.005855824,6.265732050,6.265732036,359.000002022,359.000001221,0.139048144,0.000129952,0.150000006,12.000000000,806,0.752567694,"laser_frame",true,6.856505407,1,FULL_REVOLUTION
1785679346.320994377,4,1073,1073,-3.124139309,3.141592741,0.005844899,6.265732050,6.265731715,359.000002022,358.999982812,0.128105521,0.000119501,0.150000006,12.000000000,801,0.746505126,"laser_frame",true,7.041385937,1,FULL_REVOLUTION
1785679346.456439018,5,1072,1072,-3.124139309,3.141592741,0.005850357,6.265732050,6.265731852,359.000002022,358.999990682,0.134448186,0.000125535,0.150000006,12.000000000,808,0.753731343,"laser_frame",true,7.109768706,1,FULL_REVOLUTION
1785679346.591374874,6,1070,1070,-3.124139309,3.141592741,0.005861302,6.265732050,6.265731738,359.000002022,358.999984146,0.133910105,0.000125267,0.150000006,12.000000000,798,0.745794393,"laser_frame",true,7.169903104,1,FULL_REVOLUTION
1785679346.726452827,7,1063,1063,-3.124139309,3.141592741,0.005899936,6.265732050,6.265731990,359.000002022,358.999998606,0.134028390,0.000126204,0.150000006,12.000000000,804,0.756349953,"laser_frame",true,7.216686134,1,FULL_REVOLUTION
1785679346.861720085,8,1060,1060,-3.124139309,3.141592741,0.005916649,6.265732050,6.265731795,359.000002022,358.999987401,0.134233817,0.000126755,0.150000006,12.000000000,801,0.755660377,"laser_frame",true,7.242382095,1,FULL_REVOLUTION
1785679346.996647596,9,1057,1057,-3.124139309,3.141592741,0.005933458,6.265732050,6.265731633,359.000002022,358.999978116,0.133025497,0.000125971,0.150000006,12.000000000,791,0.748344371,"laser_frame",true,7.285072374,1,FULL_REVOLUTION
1785679347.131722450,10,1059,1059,-3.124139309,3.141592741,0.005922242,6.265732050,6.265731615,359.000002022,358.999977102,0.134121761,0.000126769,0.150000006,12.000000000,786,0.742209632,"laser_frame",true,7.309449367,1,FULL_REVOLUTION
1785679347.266834736,11,1057,1057,-3.124139309,3.141592741,0.005933458,6.265732050,6.265731633,359.000002022,358.999978116,0.134178594,0.000127063,0.150000006,12.000000000,791,0.748344371,"laser_frame",true,7.321597389,1,FULL_REVOLUTION
1785679347.414108992,12,1061,1061,-3.124139309,3.141592741,0.005911068,6.265732050,6.265731649,359.000002022,358.999979076,0.146194682,0.000137920,0.150000006,12.000000000,805,0.758718190,"laser_frame",true,7.219279007,1,FULL_REVOLUTION
1785679347.549408436,13,1062,1062,-3.124139309,3.141592741,0.005905496,6.265732050,6.265731704,359.000002022,358.999982198,0.134188533,0.000126474,0.150000006,12.000000000,798,0.751412429,"laser_frame",true,7.253922947,1,FULL_REVOLUTION
1785679347.684468985,14,1060,1060,-3.124139309,3.141592741,0.005916649,6.265732050,6.265731795,359.000002022,358.999987401,0.133977070,0.000126513,0.150000006,12.000000000,798,0.752830189,"laser_frame",true,7.285009725,1,FULL_REVOLUTION
1785679347.819564581,15,1057,1057,-3.124139309,3.141592741,0.005933458,6.265732050,6.265731633,359.000002022,358.999978116,0.134084642,0.000126974,0.150000006,12.000000000,789,0.746452223,"laser_frame",true,7.306793162,1,FULL_REVOLUTION
1785679347.954596758,16,1057,1057,-3.124139309,3.141592741,0.005933458,6.265732050,6.265731633,359.000002022,358.999978116,0.133995846,0.000126890,0.150000006,12.000000000,785,0.742667928,"laser_frame",true,7.328553550,1,FULL_REVOLUTION
1785679348.089861155,17,1057,1057,-3.124139309,3.141592741,0.005933458,6.265732050,6.265731633,359.000002022,358.999978116,0.134202883,0.000127086,0.150000006,12.000000000,790,0.747398297,"laser_frame",true,7.341375777,1,FULL_REVOLUTION
1785679348.224918127,18,1058,1058,-3.124139309,3.141592741,0.005927844,6.265732050,6.265731572,359.000002022,358.999974621,0.134031698,0.000126804,0.150000006,12.000000000,791,0.747637051,"laser_frame",true,7.353548027,1,FULL_REVOLUTION
