timestamp,message_index,ranges_size,intensities_size,angle_min,angle_max,angle_increment,declared_span_rad,indexed_span_rad,declared_span_deg,indexed_span_deg,scan_time,time_increment,range_min,range_max,finite_count,finite_ratio,frame_id,timestamp_monotonic,input_rate_hz,publisher_count,classification
1784907711.743428469,1,1050,1050,-3.124139309,3.141592741,0.005973052,6.265732050,6.265731793,359.000002022,358.999987294,0.134236738,0.000127966,0.150000006,12.000000000,916,0.872380952,"laser_frame",true,0.000000000,1,FULL_REVOLUTION
1784907711.865940332,2,1047,1047,-3.124139309,3.141592741,0.005990183,6.265732050,6.265731885,359.000002022,358.999992577,0.121029295,0.000115707,0.150000006,12.000000000,911,0.870105062,"laser_frame",true,8.194222879,1,FULL_REVOLUTION
1784907712.002706289,3,1044,1044,-3.124139309,3.141592741,0.006007413,6.265732050,6.265731669,359.000002022,358.999980224,0.133995831,0.000128472,0.150000006,12.000000000,904,0.865900383,"laser_frame",true,8.011607668,1,FULL_REVOLUTION
1784907712.136365414,4,1047,1047,-3.124139309,3.141592741,0.005990183,6.265732050,6.265731885,359.000002022,358.999992577,0.131793097,0.000125997,0.150000006,12.000000000,903,0.862464183,"laser_frame",true,7.907768699,1,FULL_REVOLUTION
1784907712.271108866,5,1049,1049,-3.124139309,3.141592741,0.005978752,6.265732050,6.265732020,359.000002022,359.000000314,0.133827671,0.000127698,0.150000006,12.000000000,906,0.863679695,"laser_frame",true,7.804511184,1,FULL_REVOLUTION
1784907712.406269073,6,1047,1047,-3.124139309,3.141592741,0.005990183,6.265732050,6.265731885,359.000002022,358.999992577,0.133422315,0.000127555,0.150000006,12.000000000,915,0.873925501,"laser_frame",true,7.733674575,1,FULL_REVOLUTION
1784907712.543736935,7,1044,1044,-3.124139309,3.141592741,0.006007413,6.265732050,6.265731669,359.000002022,358.999980224,0.136366263,0.000130744,0.150000006,12.000000000,908,0.869731801,"laser_frame",true,7.641093995,1,FULL_REVOLUTION
1784907712.676362991,8,1041,1041,-3.124139309,3.141592741,0.006024742,6.265732050,6.265731715,359.000002022,358.999982812,0.131538957,0.000126480,0.150000006,12.000000000,897,0.861671470,"laser_frame",true,7.621680277,1,FULL_REVOLUTION
1784907712.811506510,9,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.134044319,0.000129137,0.150000006,12.000000000,896,0.862367661,"laser_frame",true,7.577050319,1,FULL_REVOLUTION
1784907712.934950352,10,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.121969789,0.000117618,0.150000006,12.000000000,900,0.867052023,"laser_frame",true,7.659887872,1,FULL_REVOLUTION
1784907713.069386005,11,1041,1041,-3.124139309,3.141592741,0.006024742,6.265732050,6.265731715,359.000002022,358.999982812,0.131198213,0.000126152,0.150000006,12.000000000,903,0.867435159,"laser_frame",true,7.631147022,1,FULL_REVOLUTION
1784907713.204374313,12,1042,1042,-3.124139309,3.141592741,0.006018955,6.265732050,6.265731941,359.000002022,358.999995805,0.133872181,0.000128600,0.150000006,12.000000000,901,0.864683301,"laser_frame",true,7.589795829,1,FULL_REVOLUTION
1784907713.339599133,13,1040,1040,-3.124139309,3.141592741,0.006030541,6.265732050,6.265732009,359.000002022,358.999999674,0.134180292,0.000129144,0.150000006,12.000000000,900,0.865384615,"laser_frame",true,7.550959120,1,FULL_REVOLUTION
1784907713.474767685,14,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.134035796,0.000129129,0.150000006,12.000000000,890,0.856592878,"laser_frame",true,7.518556603,1,FULL_REVOLUTION
1784907713.609634399,15,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.133773506,0.000128876,0.150000006,12.000000000,893,0.859480269,"laser_frame",true,7.499368343,1,FULL_REVOLUTION
1784907713.732706070,16,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.121852770,0.000117505,0.150000006,12.000000000,901,0.868015414,"laser_frame",true,7.624503561,1,FULL_REVOLUTION
1784907713.867716551,17,1039,1039,-3.124139309,3.141592741,0.006036351,6.265732050,6.265731823,359.000002022,358.999989001,0.133895501,0.000128994,0.150000006,12.000000000,904,0.870067372,"laser_frame",true,7.581336631,1,FULL_REVOLUTION
1784907714.002857447,18,1038,1038,-3.124139309,3.141592741,0.006042171,6.265732050,6.265731607,359.000002022,358.999976622,0.134137273,0.000129351,0.150000006,12.000000000,894,0.861271676,"laser_frame",true,7.544661468,1,FULL_REVOLUTION
1784907714.137968540,19,1040,1040,-3.124139309,3.141592741,0.006030541,6.265732050,6.265732009,359.000002022,358.999999674,0.134066641,0.000129034,0.150000006,12.000000000,902,0.867307692,"laser_frame",true,7.516875675,1,FULL_REVOLUTION
1784907714.273027182,20,1042,1042,-3.124139309,3.141592741,0.006018955,6.265732050,6.265731941,359.000002022,358.999995805,0.134156853,0.000128873,0.150000006,12.000000000,903,0.866602687,"laser_frame",true,7.492978994,1,FULL_REVOLUTION
1784907714.408198118,21,1043,1043,-3.124139309,3.141592741,0.006013178,6.265732050,6.265731754,359.000002022,358.999985053,0.133629173,0.000128243,0.150000006,12.000000000,903,0.865771812,"laser_frame",true,7.473944349,1,FULL_REVOLUTION
1784907714.530962706,22,1045,1045,-3.124139309,3.141592741,0.006001659,6.265732050,6.265731722,359.000002022,358.999983239,0.121799685,0.000116666,0.150000006,12.000000000,906,0.866985646,"laser_frame",true,7.609126035,1,FULL_REVOLUTION
1784907714.666065693,23,1046,1046,-3.124139309,3.141592741,0.005995916,6.265732050,6.265731945,359.000002022,358.999996018,0.133647874,0.000127893,0.150000006,12.000000000,911,0.870936902,"laser_frame",true,7.568026755,1,FULL_REVOLUTION
1784907714.801262379,24,1046,1046,-3.124139309,3.141592741,0.005995916,6.265732050,6.265731945,359.000002022,358.999996018,0.134253055,0.000128472,0.150000006,12.000000000,908,0.868068834,"laser_frame",true,7.532987394,1,FULL_REVOLUTION
1784907714.936496735,25,1045,1045,-3.124139309,3.141592741,0.006001659,6.265732050,6.265731722,359.000002022,358.999983239,0.133613080,0.000127982,0.150000006,12.000000000,904,0.865071770,"laser_frame",true,7.503519107,1,FULL_REVOLUTION
1784907715.071936369,26,1046,1046,-3.124139309,3.141592741,0.005995916,6.265732050,6.265731945,359.000002022,358.999996018,0.133544505,0.000127794,0.150000006,12.000000000,903,0.863288719,"laser_frame",true,7.473890155,1,FULL_REVOLUTION
1784907715.206576109,27,1048,1048,-3.124139309,3.141592741,0.005984462,6.265732050,6.265731574,359.000002022,358.999974754,0.133054972,0.000127082,0.150000006,12.000000000,913,0.871183206,"laser_frame",true,7.472819054,1,FULL_REVOLUTION
1784907715.341456175,28,1049,1049,-3.124139309,3.141592741,0.005978752,6.265732050,6.265732020,359.000002022,359.000000314,0.131959021,0.000125915,0.150000006,12.000000000,917,0.874165872,"laser_frame",true,7.461626683,1,FULL_REVOLUTION
1784907715.476715088,29,1048,1048,-3.124139309,3.141592741,0.005984462,6.265732050,6.265731574,359.000002022,358.999974754,0.134201109,0.000128177,0.150000006,12.000000000,910,0.868320611,"laser_frame",true,7.447255662,1,FULL_REVOLUTION
1784907715.611774921,30,1045,1045,-3.124139309,3.141592741,0.006001659,6.265732050,6.265731722,359.000002022,358.999983239,0.133975625,0.000128329,0.150000006,12.000000000,902,0.863157895,"laser_frame",true,7.438411707,1,FULL_REVOLUTION
1784907715.746921301,31,1041,1041,-3.124139309,3.141592741,0.006024742,6.265732050,6.265731715,359.000002022,358.999982812,0.134007767,0.000128854,0.150000006,12.000000000,901,0.865513929,"laser_frame",true,7.430543919,1,FULL_REVOLUTION
1784907715.869621038,32,1040,1040,-3.124139309,3.141592741,0.006030541,6.265732050,6.265732009,359.000002022,358.999999674,0.121673718,0.000117107,0.150000006,12.000000000,895,0.860576923,"laser_frame",true,7.574410353,1,FULL_REVOLUTION
1784907716.004678488,33,1040,1040,-3.124139309,3.141592741,0.006030541,6.265732050,6.265732009,359.000002022,358.999999674,0.134090722,0.000129057,0.150000006,12.000000000,898,0.863461538,"laser_frame",true,7.540515531,1,FULL_REVOLUTION
