stamp_sec,stamp_nsec,x,y,z
1784908603,919248322,0.321478,1.491966,0.892884
1784908671,55070111,0.308271,1.465648,0.874645
1784908671,258421445,0.298439,1.441300,0.859090
1784908672,61453865,0.330466,1.428810,0.862615
1784908673,57844622,0.330475,1.459911,0.861347
1784908673,756973433,0.354959,1.482836,0.854835
1784908675,54045460,0.383213,1.462080,0.853684
1784908676,358112114,0.406677,1.443382,0.856126
1784908677,54120279,0.391924,1.458580,0.879301
1784908677,353357051,0.358039,1.476191,0.887493
1784908677,656287069,0.333578,1.497427,0.895600
1784908678,256330664,0.304651,1.507035,0.897375
1784908680,654364925,0.310029,1.474860,0.888496
1784908680,952470096,0.296212,1.509717,0.876369
1784908681,652287812,0.316186,1.484916,0.868959
1784908681,955957927,0.340554,1.449409,0.889698
1784908682,455627201,0.335007,1.485091,0.895868
1784908683,255247926,0.303183,1.484572,0.902601
1784908684,554617971,0.332394,1.471330,0.874176
1784908684,753998048,0.377234,1.470072,0.853684
1784908685,51997079,0.393122,1.474744,0.816699
1784908685,253113229,0.403079,1.493894,0.781029
1784908767,761050196,0.192813,1.384701,0.800288
1784908767,861958490,0.177704,1.381290,0.831454
1784908767,963475181,0.149820,1.382367,0.855831
1784908768,161510829,0.142457,1.394336,0.889762
1784908768,362230582,0.170715,1.404677,0.897715
1784908768,563126856,0.197467,1.417816,0.901354
1784908768,963154216,0.226926,1.408503,0.899971
1784908769,65906712,0.219643,1.361548,0.899999
1784908770,58116709,0.226543,1.332107,0.899066
1784908787,45185120,0.207878,1.357229,0.897110
1784908788,143067075,0.203423,1.325429,0.894769
1784908789,142442838,0.172588,1.325017,0.897228
1784908790,738050700,0.103600,1.396453,0.889142
1784908791,740498818,0.089476,1.424305,0.889356
1784908794,132714498,0.100325,1.392363,0.896483
1784908796,931880533,0.073762,1.372936,0.892287
1784908797,530973988,0.046058,1.454742,0.890259
1784908800,428007596,0.077117,1.452033,0.895960
1784908802,127096661,0.105832,1.433110,0.907575
1784908810,420792707,0.097817,1.446843,0.878547
1784908811,820685214,0.079335,1.474513,0.880721
1784908813,418743784,0.097280,1.450568,0.874449
1784908815,814004837,0.102519,1.482215,0.878103
1784908816,414973066,0.130901,1.488575,0.890078
1784908818,312076725,0.139514,1.457291,0.889239
1784908818,812148123,0.135293,1.494081,0.858541
1784908819,712272655,0.169901,1.605085,0.854683
1784908822,808347743,0.138460,1.596580,0.859216
1784908826,108507454,0.108922,1.599709,0.867187
1784908829,302574645,0.106771,1.628863,0.874876
1784908831,699942308,0.131445,1.647196,0.878329
1784908832,800937893,0.162242,1.660687,0.883916
1784908833,199705476,0.185843,1.630236,0.890096
1784908834,701290318,0.211426,1.588391,0.890953
1784908834,901857400,0.233833,1.562721,0.885028
1784908835,995180122,0.231763,1.594088,0.866690
1784908836,495204720,0.211583,1.615292,0.877273
1784908837,96064236,0.176461,1.605625,0.874973
1784908838,393906765,0.155462,1.629400,0.869445
1784908839,94376742,0.184597,1.660517,0.865457
1784908839,493614035,0.211525,1.644171,0.872714
1784908840,194688403,0.223331,1.613070,0.880034
1784908840,795803301,0.195436,1.623633,0.894278
1784908841,491827740,0.164693,1.630244,0.894423
1784908842,992844751,0.189247,1.612914,0.882576
1784908846,884810961,0.183665,1.644074,0.877232
1784908847,988141419,0.218568,1.634877,0.889825
1784908848,186854072,0.138766,1.601804,0.892057
1784908848,890559836,0.160947,1.580283,0.892336
1784908863,69844837,0.133216,1.592297,0.891424
