stamp_sec,stamp_nsec,x,y,z
1784801549,675757425,0.337447,-0.169733,0.879743
1784801563,567606017,0.322979,-0.140253,0.880314
1784801565,60732898,0.276532,-0.125877,0.871091
1784801578,756621698,0.243369,-0.049476,0.872082
1784801582,51010999,0.315374,-0.124028,0.878629
1784801597,533668061,0.403884,-0.202022,0.884730
1784801613,618173320,0.421346,-0.068339,1.968871
1784801614,22373123,0.392801,-0.130245,2.335883
1784801614,119171357,0.386000,-0.140178,2.385034
1784801614,817287781,0.372123,-0.246906,2.465989
1784801616,18159344,0.439512,-0.223880,2.340542
1784801616,219520432,0.466071,-0.190981,2.317272
1784801616,619467085,0.515431,-0.099631,2.297530
1784801616,817064612,0.533749,-0.059252,2.289109
1784801616,915213537,0.546483,-0.030144,2.283811
1784801617,116723218,0.578969,0.028439,2.273071
1784801617,413709376,0.635340,0.093829,2.267191
1784801617,719595000,0.680232,0.145997,2.267047
1784801618,116674472,0.651596,0.143004,2.251942
1784801621,210266383,0.359263,-0.076345,2.265722
1784801621,310292950,0.322622,-0.091244,2.268062
1784801621,509259656,0.304044,-0.117527,2.266281
1784801633,300315710,0.328914,-0.449810,2.259506
1784801634,992380948,0.276441,-0.523454,2.256561
1784801649,481308379,0.428457,-0.219263,2.218913
1784801650,881515616,0.320568,-0.257782,2.189785
1784801651,582734345,0.285644,-0.249961,2.198847
1784801652,377827314,0.322252,-0.282418,2.205231
1784801665,166845067,0.522024,-0.243264,2.255808
1784801700,838602624,0.311177,-0.588888,0.895692
1784801721,313083814,0.358486,-0.471668,0.893735
1784801737,399749408,0.305130,-0.523593,0.899275
1784801737,600581667,0.337383,-0.514369,0.895743
