stamp_sec,stamp_nsec,x,y,z
1784908092,771059250,-0.418458,0.967963,0.890806
1784908150,102867799,-0.387342,0.973054,0.877693
1784908150,299971338,-0.338310,0.989442,0.857634
1784908150,501108545,-0.344839,0.993537,0.814924
1784908150,699359412,-0.366536,0.977574,0.786347
1784908175,497187639,-0.526511,0.991697,0.791885
1784908175,695303747,-0.541436,1.011028,0.825070
1784908175,894168685,-0.528499,1.036584,0.847163
1784908176,288299336,-0.525513,1.058753,0.875132
1784908176,688984572,-0.576598,1.121173,0.884417
1784908184,471625122,-0.603966,1.108270,0.885024
1784908185,680653171,-0.589799,1.141626,0.858557
1784908185,873664152,-0.583581,1.117412,0.823590
1784908186,69887268,-0.572965,1.123246,0.789119
1784908186,265572015,-0.563556,1.135775,0.752199
1784908283,495802495,0.441088,0.612483,0.767660
1784908283,593259565,0.420769,0.628908,0.787408
1784908283,796586912,0.427234,0.602646,0.822532
1784908283,993318822,0.451760,0.580504,0.854210
1784908284,194048105,0.480093,0.565968,0.881329
1784908284,393566985,0.436916,0.528279,0.900151
1784908284,692266058,0.438656,0.497932,0.901354
1784908285,991540410,0.414963,0.518354,0.902652
1784908288,488663022,0.428209,0.545702,0.903413
1784908305,970512505,0.428468,0.583659,0.883025
1784908307,870175657,0.397259,0.580585,0.877539
1784908309,772267133,0.428090,0.583118,0.869033
1784908310,564279419,0.433651,0.594343,0.896547
1784908317,364791163,0.410695,0.613666,0.897129
1784908318,363015472,0.381351,0.610703,0.876491
1784908318,759990260,0.400511,0.634081,0.866181
1784908319,261002974,0.426375,0.672059,0.861977
1784908321,54860237,0.425878,0.702294,0.854182
1784908323,56365287,0.437744,0.730252,0.857330
1784908324,152267236,0.466080,0.741676,0.860542
1784908326,350813780,0.483297,0.766343,0.855667
1784908327,152625204,0.515370,0.757887,0.847734
1784908327,953826644,0.543334,0.743115,0.843469
1784908329,147904738,0.548710,0.772551,0.846462
1784908330,852110144,0.578307,0.760228,0.842241
1784908331,651267402,0.607257,0.792804,0.847978
1784908332,548968954,0.590745,0.824364,0.848850
1784908333,546547758,0.559277,0.829494,0.842515
1784908333,951368865,0.509942,0.896092,0.841399
1784908335,49771450,0.475163,0.915079,0.835940
1784908336,542161345,0.445082,0.917674,0.823961
1784908337,44764570,0.428039,1.013222,0.814998
1784908337,844928925,0.451324,0.992241,0.820996
