stamp_sec,stamp_nsec,x,y,z
1785061630,384456653,1.109212,0.705519,0.912060
1785061676,139503641,1.084754,0.684084,0.859942
1785061676,438652559,1.100816,0.692582,0.813163
1785061676,537118044,1.122002,0.713054,0.790806
1785061770,839484447,1.636500,1.234316,0.984146
1785061771,41709814,1.614361,1.206158,1.012095
1785061771,541570339,1.613013,1.127468,1.017224
1785061771,742536520,1.613009,1.095804,1.028022
1785061772,141579872,1.603322,1.060962,1.024155
1785061772,943551273,1.601016,1.026250,1.023968
1785061785,235382863,1.593043,0.998729,1.013136
1785061789,230297868,1.589276,0.968463,1.023794
1785061790,227687938,1.620046,0.953849,1.005821
1785061793,325144719,1.601999,0.929039,1.013498
1785061795,324224442,1.627735,0.911325,1.020203
1785061796,522230225,1.626266,0.885008,1.005027
1785061802,119640755,1.613522,0.888479,1.034862
1785061804,911760027,1.604839,0.854174,1.037113
1785061805,11803086,1.607704,0.850133,0.979183
1785061805,112814229,1.608077,0.851141,1.030819
1785061806,311866077,1.601823,0.830831,1.053189
1785061806,811128679,1.580752,0.834274,0.960247
1785061807,11310827,1.591962,0.839548,1.005545
1785061807,309265760,1.604948,0.863921,1.031266
1785061808,410120310,1.632842,0.873795,1.026237
1785061809,309511316,1.606831,0.889536,1.017607
1785061812,107140136,1.655270,0.903396,1.017770
1785061816,399844389,1.687259,0.907439,1.020274
1785061816,701474635,1.716741,0.924002,1.019064
1785061821,495910111,1.747182,0.908924,1.019864
1785061823,896116382,1.761381,0.879754,1.022793
1785061828,91279724,1.707081,0.866716,1.035924
1785061828,890507739,1.761607,0.851288,1.022417
1785061829,191429016,1.801110,0.849952,1.020665
1785061830,489422222,1.771760,0.854491,1.027237
1785061830,988982660,1.754956,0.880854,1.017411
1785061831,491951652,1.781140,0.901754,1.014971
1785061832,388417118,1.763213,0.843442,1.011657
1785061833,87540161,1.762726,0.869634,1.030303
