stamp_sec,stamp_nsec,x,y,z
1784823183,891404613,1.652446,-1.503759,0.646504
1784823184,389479695,1.635614,-1.480361,0.826206
1784823186,90555670,1.642262,-1.510815,0.833060
1784823186,585754272,1.661919,-1.534258,0.834862
1784823187,988814535,1.689790,-1.528624,0.822598
1784823191,277898633,1.707191,-1.522081,0.846261
1784823200,71453398,1.700905,-1.551609,0.847441
1784823201,770561571,1.690079,-1.523552,0.847269
1784823207,865016680,1.683460,-1.555022,0.847012
1784823214,63333841,1.702463,-1.529761,0.847851
1784823220,250749422,1.722927,-1.506128,0.847474
1784823222,452463568,1.699986,-1.526410,0.847927
1784823222,853502894,1.668126,-1.521995,0.847723
1784823223,954357277,1.698976,-1.524643,0.848081
