stamp_sec,stamp_nsec,x,y,z
1789569585,595814905,0.101856,-0.300259,0.638696
1789569587,95967607,0.063674,-0.305708,0.639912
1789569587,592737774,0.112167,-0.294794,0.641457
1789569593,692255140,0.069871,-0.322468,0.630091
1789569594,286461103,0.115585,-0.294151,0.638281
1789569597,139085694,0.088979,-0.323393,0.630240
1789569597,884209990,0.112704,-0.296290,0.639984
1789569604,684492893,0.054069,-0.310559,0.629648
1789569604,879721912,0.114448,-0.291793,0.640238
1789569612,866216814,0.066372,-0.319848,0.640146
1789569613,469694869,0.105690,-0.297267,0.627609
1789569628,550202268,0.079847,-0.313525,0.639596
1789569629,147594101,0.113326,-0.289973,0.629927
1789569631,244914970,0.136258,-0.272532,0.643040
1789569632,356426469,0.113685,-0.288110,0.628540
1789569634,445236746,0.078523,-0.309232,0.641600
1789569635,44829264,0.114472,-0.291548,0.628815
1789569642,534866667,0.088413,-0.302839,0.642166
1789569643,435629352,0.063003,-0.322433,0.643140
1789569644,130608629,0.117392,-0.289452,0.645540
1789569653,115047827,0.148115,-0.267403,0.630953
1789569656,812169899,0.122381,-0.290338,0.628764
1789569664,702613987,0.123422,-0.293044,0.675685
1789569664,900814376,0.123470,-0.286493,0.707346
1789569665,202663339,0.118143,-0.280079,0.737992
1789569665,804542690,0.126528,-0.270909,0.777235
1789569666,206559227,0.120944,-0.273814,0.809785
1789569666,607611393,0.123534,-0.284170,0.838709
1789569666,911208597,0.120281,-0.279463,0.872709
1789569667,207656245,0.116505,-0.279010,0.918462
1789569667,408625522,0.115607,-0.282819,0.959274
1789569667,708139133,0.113910,-0.277449,1.006660
1789569667,906432485,0.111100,-0.271311,1.042044
1789569668,103873855,0.107443,-0.267267,1.078336
1789569668,306253392,0.105772,-0.259965,1.109257
1789569668,602753077,0.106908,-0.254467,1.140928
1789569668,901937429,0.104032,-0.265744,1.179386
1789569669,300891281,0.101449,-0.261724,1.220295
1789569669,499080651,0.104220,-0.270205,1.253135
1789569669,897879095,0.128175,-0.277144,1.304082
1789569670,199982206,0.137717,-0.271973,1.337881
1789569670,500955335,0.141802,-0.267531,1.377993
1789569670,902252928,0.131439,-0.261385,1.419574
1789569671,205817539,0.145810,-0.262237,1.451595
1789569671,407733224,0.140044,-0.258782,1.482093
1789569671,705125112,0.113725,-0.255106,1.509715
1789569672,211219760,0.094882,-0.228367,1.544736
1789569672,508933334,0.083613,-0.223021,1.572899
1789569672,911981371,0.073426,-0.200763,1.603325
1789569673,206910575,0.063488,-0.202179,1.631702
1789569675,495646777,0.098659,-0.197426,1.633299
1789569676,299339110,0.094200,-0.163208,1.631458
1789569676,798497924,0.086889,-0.111091,1.631840
1789569677,400927517,0.088270,-0.073870,1.633250
1789569678,196537312,0.117957,-0.050435,1.635968
1789569678,893806756,0.122096,-0.019877,1.639555
1789569679,397375515,0.118217,0.013554,1.637475
1789569679,794541311,0.136591,0.039111,1.634501
1789569680,994319237,0.140977,0.079370,1.639233
1789569681,595260366,0.152918,0.107835,1.633394
1789569681,992134477,0.152080,0.120537,1.605310
1789569682,992625921,0.137021,0.144852,1.615333
1789569683,192684809,0.136165,0.146018,1.582759
1789569683,492825402,0.128692,0.154699,1.611921
1789569684,489000457,0.094980,0.151248,1.620218
1789569685,286178808,0.070518,0.168629,1.619704
1789569685,687287697,0.048841,0.193275,1.628305
1789569687,890146510,0.020778,0.204423,1.622060
1789569688,285315103,0.001422,0.229051,1.622196
1789569689,89437695,-0.009350,0.252622,1.643450
1789569689,195134584,-0.010747,0.255474,1.612129
1789569689,394049158,-0.013512,0.260658,1.645822
