stamp_sec,stamp_nsec,x,y,z
1784822338,90071799,1.156492,0.365194,0.889030
1784822343,384083515,1.184508,0.376248,0.888449
1784822346,387857770,1.214696,0.377911,0.888285
1784822348,154333582,1.178890,0.361038,0.888802
1784822353,579154612,1.101003,0.433346,0.888541
1784822353,976383130,1.172609,0.323761,0.889131
1784822354,370055970,1.217123,0.295708,0.888939
1784822359,864895703,1.244507,0.313107,0.888622
1784822360,562821421,1.274889,0.316573,0.887699
1784822365,364998747,1.240963,0.303981,0.888867
1784822365,465024641,1.199800,0.314278,0.889228
1784822368,164422432,1.211703,0.286060,0.889160
1784822374,858489483,1.230230,0.310533,0.889509
1784822388,434548799,1.259869,0.305357,0.889521
1784822389,736498656,1.228788,0.302022,0.888551
1784822394,824600923,1.264035,0.305600,0.888517
1784822398,220124272,1.233392,0.306879,0.888486
1784822404,912558604,1.210294,0.287559,0.889173
1784822407,611440226,1.239150,0.298342,0.888936
1784822409,209517431,1.212605,0.283473,0.889347
1784822422,792590340,1.236200,0.304716,0.888660
1784822425,994688659,1.262378,0.287981,0.888983
1784822430,90938055,1.231580,0.292749,0.889051
1784822431,290163997,1.206172,0.276441,0.889298
1784822436,82014857,1.232613,0.291302,0.887545
1784822439,77964709,1.202572,0.290948,0.887101
1784822445,577138073,1.236073,0.293759,0.887069
1784822446,386101875,1.251780,0.336242,0.878974
1784822446,690033600,1.246657,0.356797,0.851579
1784822446,789955720,1.147784,0.392637,0.842721
1784822447,88879708,1.152681,0.402152,0.812789
1784822447,489011854,1.149373,0.400266,0.781472
1784822447,989067840,1.142604,0.402025,0.747862
1784822448,389092274,1.144640,0.418187,0.722335
1784822514,24198453,0.717622,0.660440,0.660787
1784822514,424169572,0.812444,0.589403,0.748725
1784822514,723193220,0.855656,0.578730,0.827177
1784822515,122103985,0.878577,0.582188,0.873069
1784822515,420992937,0.905609,0.576643,0.885148
1784822515,622206944,0.930840,0.561059,0.890334
1784822515,821643837,0.953113,0.520335,0.892200
1784822516,22134095,0.989542,0.472908,0.892848
1784822516,322178693,0.971616,0.427611,0.894119
1784822516,522983763,1.063929,0.396593,0.894334
1784822516,821219227,1.087163,0.372935,0.894796
1784822517,319305447,1.109260,0.345107,0.893822
1784822517,816329341,1.112449,0.314959,0.893177
1784822518,216643527,1.107434,0.284782,0.893103
1784822518,816190045,1.131243,0.262938,0.893385
1784822519,314271854,1.159725,0.249553,0.892729
1784822519,415428094,1.136727,0.292299,0.893119
1784822520,11067320,1.160955,0.272336,0.892406
1784822520,715351034,1.180997,0.244281,0.893273
1784822521,220310788,1.222642,0.181582,0.892941
1784822522,114651628,1.248153,0.160793,0.892612
1784822522,908582557,1.272752,0.139329,0.892776
1784822523,813559486,1.223629,0.162547,0.893028
1784822525,9690599,1.238970,0.135966,0.893286
1784822526,304551835,1.267242,0.123462,0.893171
1784822527,703782437,1.354900,0.059969,0.892839
1784822529,502632165,1.366777,0.030327,0.892626
1784822531,898015561,1.390763,0.011199,0.892633
1784822534,798028874,1.358012,0.058651,0.893018
1784822539,896407653,1.382922,0.041731,0.893253
