stamp_sec,stamp_nsec,x,y,z
1785061383,506243512,-0.042508,0.039946,0.892823
1785061444,338846531,-0.014208,0.003776,0.920251
1785061444,435989629,0.011176,-0.021430,0.918114
1785061444,735022225,0.008263,-0.045773,0.869155
1785061444,836103641,0.003252,-0.050986,0.828748
1785061444,934188364,-0.002706,-0.056377,0.795538
1785061535,843697801,1.098868,0.545221,0.766171
1785061536,245294486,1.127030,0.574192,0.753078
1785061536,346237756,1.164270,0.601828,0.755154
1785061536,444258910,1.189635,0.621846,0.755797
1785061536,544271166,1.212458,0.641412,0.756479
1785061536,645279769,1.237972,0.662857,0.759602
1785061536,843314754,1.184243,0.759874,0.760282
1785061537,142169545,1.166229,0.714961,0.760610
1785061537,542230770,1.141679,0.695575,0.760164
1785061540,236374115,1.112363,0.702069,0.762015
