stamp_sec,stamp_nsec,x,y,z
1784820889,122103038,0.460103,-0.195529,0.883367
1784820891,807789530,0.429655,-0.191135,0.882769
1784820905,302887378,0.413042,-0.154862,0.883814
1784820905,706208471,0.385072,-0.137522,0.883988
1784820907,800271025,0.410120,-0.155094,0.883343
1784820918,285708013,0.437091,-0.168266,0.884349
1784820926,474292385,0.463678,-0.185109,0.883483
1784820945,262136606,0.483065,-0.208367,0.884995
1784820952,854116949,0.455365,-0.188603,0.882393
1784820980,126293403,0.468709,-0.216843,0.885399
1784821020,689772046,0.445097,-0.197302,0.883076
1784821022,287955015,0.466146,-0.219527,0.884306
1784821030,385797583,0.432295,-0.208308,0.883368
1784821043,377050567,0.404071,-0.190368,0.883611
1784821052,469974634,0.373956,-0.176786,0.883047
1784821082,240443088,0.400865,-0.160708,0.869182
1784821082,642445316,0.384801,-0.154281,0.841475
1784821082,942500839,0.395081,-0.165784,0.811861
1784821083,937568480,0.376113,-0.148758,0.785000
1784821084,333644791,0.400087,-0.148190,0.764599
1784821084,934689616,0.429130,-0.140805,0.744190
1784821085,133680394,0.466243,-0.141499,0.732588
1784821127,1098550,0.382246,0.257638,0.722090
1784821127,602207376,0.411430,0.251487,0.706462
1784821128,300173482,0.432422,0.225450,0.686031
1784821128,400117125,0.500633,0.088517,0.689332
1784821128,800264762,0.535345,0.069363,0.693612
1784821128,999197453,0.566828,0.057207,0.692550
1784821129,200209089,0.595764,0.049535,0.687982
1784821129,800173151,0.561354,0.062775,0.678996
1784821130,99132749,0.551175,0.091733,0.679318
1784821135,293687503,0.635017,0.063392,0.697473
1784821135,793683886,0.630256,0.032963,0.724689
1784821135,994748251,0.631356,0.011655,0.748623
1784821136,293659087,0.626155,0.014764,0.780587
1784821136,592629036,0.600407,0.036308,0.791895
1784821136,791642347,0.597357,0.071370,0.817610
1784821137,90650356,0.586079,0.051281,0.843923
1784821137,291607246,0.578703,0.022793,0.865314
1784821137,492640647,0.556239,-0.003202,0.865042
1784821137,693380467,0.523711,0.007462,0.877609
1784821138,590702931,0.537290,-0.019219,0.874149
1784821156,776751957,0.559971,0.002002,0.880954
1784821161,473365357,0.586061,0.022527,0.880758
1784821162,71389307,0.616288,0.021906,0.881042
1784821168,261469445,0.646289,0.007700,0.877963
1784821171,661507016,0.683875,0.013301,0.859495
1784821171,860251987,0.739828,0.003022,0.865656
1784821172,159491677,0.660675,-0.005536,0.860018
1784821172,458334312,0.626520,-0.016552,0.865367
1784821172,761370376,0.667045,-0.024382,0.874426
1784821173,262043902,0.678836,-0.055428,0.875525
1784821176,657150014,0.667828,-0.026347,0.872574
1784821177,655118735,0.687090,-0.055041,0.870541
1784821178,152188969,0.709320,-0.075745,0.870423
1784821181,449178084,0.737809,-0.085301,0.869172
1784821183,351775110,0.706994,-0.088485,0.869064
1784821183,847158117,0.719006,-0.113739,0.880498
1784821184,244218437,0.717879,-0.143996,0.887657
1784821186,254385935,0.741149,-0.161092,0.876226
1784821187,48232990,0.725121,-0.187719,0.868783
1784821190,642062650,0.700092,-0.169960,0.865896
1784821193,740990810,0.681983,-0.144348,0.865943
1784821196,641232677,0.716753,-0.157685,0.865980
1784821197,839023678,0.704934,-0.130002,0.865694
1784821199,35990838,0.700128,-0.157122,0.879180
1784821200,233944201,0.668984,-0.144816,0.875471
1784821201,633982345,0.652304,-0.179324,0.879062
1784821202,230142859,0.680430,-0.155670,0.873987
1784821203,830133006,0.671730,-0.124107,0.874375
1784821204,529111130,0.658686,-0.095672,0.870011
1784821206,625017456,0.690214,-0.112908,0.875037
1784821207,628091703,0.679916,-0.144181,0.876339
1784821211,24979836,0.677970,-0.175452,0.879436
1784821220,215228046,0.687076,-0.145684,0.878171
1784821228,501990569,0.691821,-0.112795,0.878513
1784821231,702805645,0.709541,-0.088162,0.878171
1784821236,498531785,0.710092,-0.118274,0.878147
1784821243,87628370,0.722457,-0.151185,0.878110
1784821247,284698584,0.723291,-0.181909,0.876704
1784821251,986974905,0.725850,-0.151787,0.876925
1784821253,883937321,0.725927,-0.120862,0.877286
1784821261,175241185,0.719839,-0.153835,0.879029
1784821262,979388497,0.705339,-0.180226,0.878833
