stamp_sec,stamp_nsec,x,y,z
1784801903,24753321,0.248483,-0.426041,0.888556
1784801918,801395466,0.271685,-0.458255,0.888531
1784802026,593960539,0.126462,-0.659833,0.950771
1784802033,887308535,0.056114,-0.613581,0.707963
1784802034,882408878,0.027501,-0.606127,0.766325
1784802036,883412904,0.027802,-0.601086,0.707551
1784802077,445076268,0.081474,-0.523438,0.704478
1784802095,626892627,0.002123,-0.543644,0.706984
1784802096,527041291,0.013112,-0.577142,0.746109
1784802101,121287044,0.003102,-0.564312,0.706177
1784802111,612983096,-0.002755,-0.496274,0.703696
1784802148,78843115,-0.003626,-0.525859,0.708975
1784802151,970631879,-0.008535,-0.556889,0.757127
1784802158,764059568,-0.004631,-0.539831,0.951270
1784802164,464295691,0.001609,-0.569207,0.949049
1784802180,848145439,0.120062,-0.621222,0.709071
1784802212,819846523,0.132768,-0.592538,0.707796
1784802221,611409429,0.032585,-0.541613,0.784948
1784802299,242620871,0.008710,-0.555329,0.700571
1784802312,834061216,-0.031976,-0.521806,0.712841
1784802442,418570595,0.025628,-0.602876,0.952104
1784802445,714887419,0.029280,-0.590738,0.923412
1784802446,112527095,0.017984,-0.590395,0.952305
1784802455,403941050,0.034880,-0.564828,0.755500
1784802461,898461069,0.020181,-0.603862,0.876559
1784802478,879357568,0.035091,-0.496607,0.706161
1784802494,371393399,-0.017735,-0.572000,0.769269
