stamp_sec,stamp_nsec,x,y,z
1785073298,924772762,-0.212211,-0.023865,0.423228
1785073299,22612858,-0.193860,-0.019521,0.381531
1785073299,223832851,-0.178982,-0.009611,0.405994
1785073299,522883604,-0.166762,-0.027990,0.353969
1785073299,723771686,-0.192254,-0.059727,0.421533
1785073300,120943660,-0.227027,-0.080172,0.404668
1785073300,320371311,-0.216907,-0.057869,0.358306
1785073300,520966549,-0.202217,-0.033401,0.336336
1785073300,719953139,-0.188849,-0.024571,0.305418
1785073301,115900550,-0.180239,-0.055937,0.309674
1785073301,716934625,-0.194025,-0.062115,0.341166
1785073302,119133023,-0.189537,-0.052440,0.311322
1785073302,421063207,-0.177152,-0.032918,0.284183
1785073302,720151505,-0.187832,-0.024644,0.322963
1785073302,917981568,-0.153068,-0.035398,0.206305
1785073303,116996271,-0.179472,-0.028377,0.270114
1785073303,416865514,-0.109392,-0.009141,0.325535
1785073303,513922344,-0.069727,-0.012731,0.356658
1785073303,815127917,-0.074662,0.011387,0.321668
1785073304,117131070,-0.121194,0.032927,0.345021
1785073304,416098070,-0.139018,-0.005771,0.370849
1785073304,620346140,-0.142926,-0.017511,0.403747
1785073304,818256673,-0.156198,-0.002785,0.441073
1785073305,19322927,-0.162814,-0.010149,0.472215
1785073305,416279605,-0.148831,-0.014146,0.538120
1785073305,614294132,-0.156310,-0.003807,0.574226
1785073306,12293655,-0.156114,-0.025112,0.628446
1785073306,213217414,-0.154140,-0.030630,0.668449
1785073306,411843202,-0.159306,-0.028628,0.725787
1785073306,512375508,-0.160373,-0.029386,0.765693
1785073306,710179360,-0.165595,-0.035026,0.828039
1785073307,110236150,-0.171123,-0.031960,0.879530
1785073307,309274270,-0.174753,-0.030839,0.914348
1785073307,608304316,-0.176866,-0.008715,0.956925
1785073307,808526801,-0.183375,0.001711,0.986234
1785073308,10399213,-0.173580,0.010649,0.957163
1785073308,211585703,-0.167301,0.011234,0.911887
1785073308,613505233,-0.138307,0.024580,0.897775
1785073314,207819450,-0.116582,0.045430,0.896647
1785073322,697236350,-0.122022,0.074989,0.897692
1785073345,683524453,-0.109398,0.078873,0.925637
1785073349,673859075,-0.099585,0.085446,0.959494
1785073352,172925020,-0.093037,0.100913,0.932648
1785073353,773122996,-0.080098,0.100706,0.902138
1785073355,267980339,-0.056728,0.090106,0.927180
1785073356,70060694,-0.041812,0.069151,0.909074
1785073357,168491873,-0.059120,0.090162,0.888671
1785073358,965750482,-0.037679,0.115901,0.886375
1785073359,960576193,-0.025382,0.079996,0.892308
1785073373,348107293,-0.052091,0.086093,0.904713
1785073439,288106760,-0.071985,0.108915,0.905484
1785073576,73671481,0.019258,0.135039,0.903542
