stamp_sec,stamp_nsec,x,y,z
1785679686,681953770,-0.045942,0.119683,2.572846
1785679691,974705415,-0.052206,0.153764,2.573406
1785679693,165480655,-0.051645,0.183930,2.573168
1785679693,764782506,-0.062827,0.212592,2.570426
1785679694,783250228,-0.062272,0.181132,2.581104
1785679695,170203561,-0.057518,0.151658,2.577480
1785679703,258844241,-0.037051,0.125327,2.578779
1785679703,773132593,-0.036767,0.092606,2.574707
1785679705,264201499,-0.045827,0.144903,2.571057
1785679712,946665680,-0.031600,0.119187,2.577927
1785679715,451071586,-0.041835,0.147106,2.570949
1785679716,441713252,-0.042115,0.179251,2.572970
1785679717,333719770,-0.036035,0.147783,2.576060
1785679718,945838862,-0.033333,0.107085,2.576101
1785679720,940032601,-0.037860,0.150933,2.569132
1785679728,727943541,-0.026064,0.122125,2.574836
1785679731,526579373,-0.036163,0.155787,2.570278
1785679743,116821292,-0.043481,0.119907,2.577190
1785679748,713322288,-0.037242,0.150957,2.571280
1785679758,97515061,-0.028816,0.121412,2.576183
1785679766,284525148,-0.029909,0.151614,2.572544
1785679772,578054626,-0.014211,0.127561,2.601515
1785679772,980258866,-0.000728,0.194839,2.387334
1785679773,81234885,0.004756,0.202260,2.341324
1785679773,483813144,-0.048888,0.208000,2.184108
1785679773,684380903,-0.075983,0.234483,2.214488
1785679773,784461014,-0.110860,0.240981,2.197297
1785679773,890276847,-0.146932,0.230218,2.122262
1785679773,989981866,-0.174674,0.201935,2.036529
1785679774,287169903,-0.213642,0.212875,2.048862
1785679774,492002291,-0.230659,0.234145,2.064891
1785679774,886294254,-0.245679,0.256493,2.018090
1785679774,987831717,-0.245900,0.268538,2.049408
1785679775,89244143,-0.243017,0.297987,2.094823
1785679775,186067236,-0.255399,0.321187,2.126815
1785679775,284353032,-0.286501,0.345200,2.152057
1785679775,386155217,-0.305033,0.355943,2.118666
1785679775,585058069,-0.287290,0.390528,2.143144
1785679775,681876920,-0.266249,0.404848,2.115067
1785679775,785032680,-0.267817,0.398011,2.050458
1785679775,880305161,-0.271558,0.385132,1.994931
1785679776,76175254,-0.274809,0.402893,2.063617
1785679776,275289272,-0.315275,0.463856,2.128117
1785679776,375442087,-0.338358,0.454440,2.064186
1785679776,575403735,-0.298972,0.470221,1.970087
